Date,Trap_Type,Trap_Number
7/21/2021,minnow,1149-Y
7/21/2021,fukui,572-P
7/21/2021,minnow,135-P
7/21/2021,fukui,621-P
7/21/2021,minnow,637-P
7/21/2021,fukui,1494-R
7/21/2021,minnow,1351-G
7/21/2021,fukui,367-R
7/21/2021,minnow,1151-Y
7/21/2021,fukui,133-Y
7/21/2021,minnow,1122-Y
7/21/2021,fukui,1100-Y
7/21/2021,minnow,1107-Y
7/21/2021,fukui,1190-Y
7/21/2021,minnow,168-P
7/21/2021,fukui,166-Y
7/21/2021,minnow,75-P
7/21/2021,fukui,1407-R
7/21/2021,minnow,185-Y
7/21/2021,fukui,1451-R
7/22/2021,minnow,147-Y
7/22/2021,fukui,1194-Y
7/22/2021,minnow,688-P
7/22/2021,fukui,1430-R
7/22/2021,minnow,1131-Y
7/22/2021,fukui,187-Y
7/22/2021,minnow,1146-Y
7/22/2021,fukui,119-Y
7/22/2021,fukui,1188-Y
7/22/2021,minnow,1109-Y
7/22/2021,fukui,1408-R
7/22/2021,minnow,139-Y
7/22/2021,fukui,123-Y
7/22/2021,minnow,192-P
7/22/2021,minnow,1148-Y
7/22/2021,fukui,1172-Y
7/22/2021,minnow,1404-R
7/22/2021,fukui,164-Y
7/22/2021,minnow,170-Y
7/22/2021,fukui,176-Y
7/22/2021,minnow,1090-Y
7/22/2021,fukui,194-Y
7/22/2021,fukui,177-Y
7/22/2021,minnow,1154-Y
7/22/2021,minnow,1088-Y
7/22/2021,fukui,1101-Y
7/22/2021,fukui,1496-R
7/22/2021,minnow,1178-B
7/22/2021,minnow,146-Y
7/22/2021,fukui,184-Y
7/22/2021,fukui,1436-R
7/22/2021,minnow,171-Y
7/22/2021,fukui,1124-B
7/22/2021,minnow,567-P
7/22/2021,fukui,1461-R
7/22/2021,minnow,668-P
7/22/2021,fukui,644-P
7/22/2021,minnow,162
7/22/2021,fukui,871-R
7/22/2021,minnow,1427-R
7/22/2021,fukui,1187-Y
7/22/2021,minnow,161-P
7/22/2021,fukui,668-R
7/22/2021,minnow,1138-Y
7/22/2021,fukui,1452-R
7/22/2021,minnow,1106-Y
7/22/2021,fukui,1437-R
7/22/2021,minnow,1101-B
7/22/2021,fukui,178-Y
7/22/2021,minnow,1081-Y
7/22/2021,fukui,1181-Y
7/22/2021,minnow,1083-Y
7/22/2021,fukui,1432-R
7/22/2021,minnow,655-P
7/22/2021,fukui,12-P
7/22/2021,minnow,626-P
7/22/2021,fukui,148-Y
7/22/2021,minnow,114-Y
7/22/2021,fukui,609-P
7/22/2021,minnow,35-P
7/22/2021,minnow,1149-Y
7/22/2021,fukui,572-P
7/22/2021,minnow,135-P
7/22/2021,fukui,621-P
7/22/2021,minnow,637-P
7/22/2021,fukui,1494-R
7/22/2021,minnow,1351-G
7/22/2021,fukui,367-R
7/22/2021,minnow,1151-Y
7/22/2021,fukui,133-Y
7/22/2021,minnow,1122-Y
7/22/2021,fukui,1100-Y
7/22/2021,minnow,1107-Y
7/22/2021,fukui,1190-Y
7/22/2021,minnow,168-P
7/22/2021,fukui,166-Y
7/22/2021,minnow,75-P
7/22/2021,fukui,1407-R
7/22/2021,minnow,185-Y
7/22/2021,fukui,1451-R
7/23/2021,minnow,147-Y
7/23/2021,fukui,1194-Y
7/23/2021,minnow,688-P
7/23/2021,fukui,1430-R
7/23/2021,minnow,1131-Y
7/23/2021,fukui,187-Y
7/23/2021,minnow,1146-Y
7/23/2021,fukui,119-Y
7/23/2021,fukui,1188-Y
7/23/2021,minnow,1109-Y
7/23/2021,fukui,1408-R
7/23/2021,minnow,139-Y
7/23/2021,fukui,123-Y
7/23/2021,minnow,192-P
7/23/2021,minnow,1148-Y
7/23/2021,fukui,1172-Y
7/23/2021,minnow,1404-R
7/23/2021,fukui,164-Y
7/23/2021,minnow,170-Y
7/23/2021,fukui,176-Y
7/23/2021,minnow,1090-Y
7/23/2021,fukui,194-Y
7/23/2021,fukui,177-Y
7/23/2021,minnow,1154-Y
7/23/2021,minnow,1088-Y
7/23/2021,fukui,1101-Y
7/23/2021,fukui,1496-R
7/23/2021,minnow,1178-B
7/23/2021,minnow,146-Y
7/23/2021,fukui,184-Y
7/23/2021,minnow,1149-Y
7/23/2021,fukui,572-P
7/23/2021,minnow,135-P
7/23/2021,fukui,621-P
7/23/2021,minnow,637-P
7/23/2021,fukui,1494-R
7/23/2021,minnow,1351-G
7/23/2021,fukui,367-R
7/23/2021,minnow,1151-Y
7/23/2021,fukui,133-Y
7/23/2021,minnow,1122-Y
7/23/2021,fukui,1100-Y
7/23/2021,minnow,1107-Y
7/23/2021,fukui,1190-Y
7/23/2021,minnow,168-P
7/23/2021,fukui,166-Y
7/23/2021,minnow,75-P
7/23/2021,fukui,1407-R
7/23/2021,minnow,185-Y
7/23/2021,fukui,1451-R
7/23/2021,minnow,1467-R
7/23/2021,fukui,618-P
7/23/2021,minnow,1457-R
7/23/2021,fukui,1195-Y
7/23/2021,minnow,193-P
7/23/2021,fukui,1445-R
7/23/2021,minnow,626-P
7/23/2021,fukui,1187-Y
7/23/2021,minnow,161-P
7/23/2021,fukui,1124-B
7/23/2021,minnow,668-P
7/23/2021,fukui,1432-R
7/23/2021,minnow,1081-Y
7/23/2021,fukui,1181-Y
7/23/2021,minnow,1181-B
7/23/2021,fukui,1436-R
7/23/2021,minnow,1106-Y
7/23/2021,fukui,12-P
7/23/2021,minnow,162-P
7/23/2021,fukui,668-P
7/23/2021,minnow,171-Y
7/23/2021,fukui,644-P
7/23/2021,minnow,567-P
7/23/2021,fukui,1452-R
7/23/2021,fukui,1437-R
7/23/2021,minnow,1138-Y
7/23/2021,fukui,148-Y
7/23/2021,minnow,1427-R
7/23/2021,fukui,871
7/23/2021,minnow,35-P
7/23/2021,minnow,655-P
7/23/2021,fukui,1461-R
7/23/2021,minnow,114-Y
7/23/2021,fukui,609-P
7/23/2021,minnow,1083-Y
7/23/2021,fukui,178-Y
8/3/2021,minnow,637-P
8/3/2021,fukui,184-Y
8/3/2021,minnow,1122-Y
8/3/2021,fukui,123-Y
8/3/2021,minnow,95-P
8/3/2021,fukui,1101-Y
8/3/2021,minnow,1457-R
8/3/2021,fukui,178-Y
8/3/2021,fukui,194-Y
8/3/2021,minnow,194-P
8/3/2021,fukui,1496-R
8/3/2021,minnow,1060-B
8/3/2021,fukui,119-Y
8/3/2021,minnow,75-P
8/3/2021,minnow,185-Y
8/3/2021,fukui,1430-R
8/3/2021,minnow,196-P
8/3/2021,fukui,1190-Y
8/3/2021,minnow,141-P
8/3/2021,fukui,1187-Y
8/3/2021,minnow,1413-R
8/3/2021,fukui,871-R
8/3/2021,fukui,816-P
8/3/2021,minnow,168-P
8/3/2021,minnow,192-P
8/3/2021,fukui,1194-Y
8/3/2021,fukui,164-Y
8/3/2021,minnow,135-P
8/3/2021,minnow,1131-Y
8/3/2021,fukui,1408-R
8/3/2021,minnow,687-P
8/3/2021,fukui,574-P
8/3/2021,minnow,585-P
8/3/2021,fukui,619-P
8/3/2021,minnow,142-P
8/3/2021,fukui,12-P
8/3/2021,minnow,1071-B
8/3/2021,fukui,1436-R
8/3/2021,minnow,158-P
8/3/2021,fukui,1495-R
8/3/2021,minnow,1325-G
8/3/2021,fukui,20-P
8/3/2021,minnow,1390-P
8/3/2021,fukui,1437-R
8/3/2021,minnow,74-P
8/3/2021,fukui,581-P
8/3/2021,minnow,160-P
8/3/2021,fukui,1173-Y
8/3/2021,minnow,1467-R
8/3/2021,fukui,1179-Y
8/3/2021,fukui,22-P
8/3/2021,minnow,49-P
8/3/2021,fukui,1406-R
8/3/2021,minnow,91-P
8/3/2021,fukui,1488-R
8/3/2021,minnow,57-P
8/3/2021,fukui,141-Y
8/3/2021,minnow,184-P
8/3/2021,fukui,1431-R
8/3/2021,minnow,166-P
8/3/2021,fukui,648-P
8/3/2021,minnow,1154-Y
8/3/2021,fukui,602-P
8/3/2021,minnow,1146-Y
8/3/2021,fukui,690-P
8/3/2021,minnow,147-Y
8/3/2021,fukui,1156-Y
8/3/2021,minnow,1109-Y
8/3/2021,fukui,128-Y
8/3/2021,minnow,73-P
8/3/2021,fukui,176-P
8/3/2021,minnow,157-P
8/3/2021,fukui,23-P
8/3/2021,minnow,1397-P
8/3/2021,fukui,1489-R
8/3/2021,minnow,1378-P
8/3/2021,fukui,1177-Y
8/3/2021,minnow,195-P
8/3/2021,fukui,573-P
8/3/2021,minnow,1405-R
8/4/2021,minnow,637-P
8/4/2021,fukui,184-Y
8/4/2021,minnow,1122-Y
8/4/2021,fukui,123-Y
8/4/2021,minnow,95-P
8/4/2021,fukui,1101-Y
8/4/2021,minnow,1457-R
8/4/2021,fukui,178-Y
8/4/2021,fukui,194-Y
8/4/2021,minnow,194-P
8/4/2021,fukui,1496-R
8/4/2021,minnow,1060-B
8/4/2021,fukui,119-Y
8/4/2021,minnow,75-P
8/4/2021,minnow,185-Y
8/4/2021,fukui,1430-R
8/4/2021,minnow,196-P
8/4/2021,fukui,1190-Y
8/4/2021,minnow,141-P
8/4/2021,fukui,1187-Y
8/4/2021,minnow,1413-R
8/4/2021,fukui,871-R
8/4/2021,fukui,816-P
8/4/2021,minnow,168-P
8/4/2021,minnow,192-P
8/4/2021,fukui,1194-Y
8/4/2021,fukui,164-Y
8/4/2021,minnow,135-P
8/4/2021,minnow,1131-Y
8/4/2021,fukui,1408-R
8/4/2021,minnow,1107-Y
8/4/2021,minnow,687-P
8/4/2021,fukui,574-P
8/4/2021,minnow,585-P
8/4/2021,fukui,619-P
8/4/2021,minnow,142-P
8/4/2021,fukui,12-P
8/4/2021,minnow,1071-B
8/4/2021,fukui,1436-R
8/4/2021,minnow,158-P
8/4/2021,fukui,1495-R
8/4/2021,minnow,1325-G
8/4/2021,fukui,20-P
8/4/2021,minnow,1390-P
8/4/2021,fukui,1437-R
8/4/2021,minnow,74-P
8/4/2021,fukui,581-P
8/4/2021,minnow,160-P
8/4/2021,fukui,1173-Y
8/4/2021,minnow,1467-R
8/4/2021,fukui,1179-Y
8/4/2021,fukui,22-P
8/4/2021,minnow,49-P
8/4/2021,fukui,1406-R
8/4/2021,minnow,91-P
8/4/2021,fukui,1488-R
8/4/2021,minnow,57-P
8/4/2021,fukui,141-Y
8/4/2021,minnow,184-P
8/4/2021,fukui,1431-R
8/4/2021,minnow,166-P
8/4/2021,fukui,648-P
8/4/2021,minnow,1154-Y
8/4/2021,fukui,602-P
8/4/2021,minnow,1146-Y
8/4/2021,fukui,690-P
8/4/2021,minnow,147-Y
8/4/2021,fukui,1156-Y
8/4/2021,minnow,1109-Y
8/4/2021,fukui,128-Y
8/4/2021,minnow,73-P
8/4/2021,fukui,176-P
8/4/2021,minnow,157-P
8/4/2021,fukui,23-P
8/4/2021,minnow,1397-P
8/4/2021,fukui,1489-R
8/4/2021,minnow,1378-P
8/4/2021,fukui,1177-Y
8/4/2021,minnow,195-P
8/4/2021,fukui,573-P
8/4/2021,minnow,1405-R
8/5/2021,minnow,687-P
8/5/2021,fukui,574-P
8/5/2021,minnow,585-P
8/5/2021,fukui,619-P
8/5/2021,minnow,142-P
8/5/2021,fukui,12-P
8/5/2021,minnow,1071-B
8/5/2021,fukui,1436-R
8/5/2021,minnow,158-P
8/5/2021,fukui,1495-R
8/5/2021,minnow,1325-G
8/5/2021,fukui,20-P
8/5/2021,minnow,1390-P
8/5/2021,fukui,1437-R
8/5/2021,minnow,74-P
8/5/2021,fukui,581-P
8/5/2021,minnow,160-P
8/5/2021,fukui,1173-Y
8/5/2021,minnow,1467-R
8/5/2021,fukui,1179-Y
8/5/2021,fukui,22-P
8/5/2021,minnow,49-P
8/5/2021,fukui,1406-R
8/5/2021,minnow,91-P
8/5/2021,fukui,1488-R
8/5/2021,minnow,57-P
8/5/2021,fukui,141-Y
8/5/2021,minnow,184-P
8/5/2021,fukui,1431-R
8/5/2021,minnow,166-P
8/5/2021,fukui,648-P
8/5/2021,minnow,1154-Y
8/5/2021,fukui,602-P
8/5/2021,minnow,1146-Y
8/5/2021,fukui,690-P
8/5/2021,minnow,147-Y
8/5/2021,fukui,1156-Y
8/5/2021,minnow,1109-Y
8/5/2021,fukui,128-Y
8/5/2021,minnow,73-P
8/5/2021,fukui,176-P
8/5/2021,minnow,157-P
8/5/2021,fukui,23-P
8/5/2021,minnow,1397-P
8/5/2021,fukui,1489-R
8/5/2021,minnow,1378-P
8/5/2021,fukui,1177-Y
8/5/2021,minnow,195-P
8/5/2021,fukui,573-P
8/5/2021,minnow,1405-R
8/5/2021,fukui,1430-R
8/5/2021,minnow,135-P
8/5/2021,fukui,1496-R
8/5/2021,minnow,192-P
8/5/2021,fukui,1190-Y
8/5/2021,minnow,168-P
8/5/2021,fukui,119-Y
8/5/2021,minnow,1413-R
8/5/2021,fukui,194-Y
8/5/2021,minnow,141-P
8/5/2021,fukui,1194-Y
8/5/2021,minnow,185-Y
8/5/2021,fukui,871-R
8/5/2021,minnow,196-P
8/5/2021,fukui,1187-Y
8/5/2021,minnow,1107-Y
8/5/2021,fukui,123-Y
8/5/2021,minnow,1131-Y
8/5/2021,fukui,184-Y
8/5/2021,minnow,194-P
8/5/2021,fukui,1101-Y
8/5/2021,minnow,1060-B
8/5/2021,fukui,618-P
8/5/2021,minnow,75-P
8/5/2021,fukui,164-Y
8/5/2021,minnow,1457-R
8/5/2021,fukui,178-Y
8/5/2021,minnow,95-P
8/5/2021,fukui,1408-R
8/5/2021,minnow,1122-Y
8/5/2021,minnow,637-P
8/6/2021,minnow,687-P
8/6/2021,fukui,574-P
8/6/2021,minnow,585-P
8/6/2021,fukui,619-P
8/6/2021,minnow,142-P
8/6/2021,fukui,12-P
8/6/2021,minnow,1071-B
8/6/2021,fukui,1436-R
8/6/2021,minnow,158-P
8/6/2021,fukui,1495-R
8/6/2021,minnow,1325-G
8/6/2021,fukui,20-P
8/6/2021,minnow,1390-P
8/6/2021,fukui,1437-R
8/6/2021,minnow,74-P
8/6/2021,fukui,581-P
8/6/2021,minnow,160-P
8/6/2021,fukui,1173-Y
8/6/2021,minnow,1467-R
8/6/2021,fukui,1179-Y
8/6/2021,fukui,22-P
8/6/2021,minnow,49-P
8/6/2021,fukui,1406-R
8/6/2021,minnow,91-P
8/6/2021,fukui,1488-R
8/6/2021,minnow,57-P
8/6/2021,fukui,141-Y
8/6/2021,minnow,184-P
8/6/2021,fukui,1431-R
8/6/2021,minnow,166-P
8/6/2021,fukui,648-P
8/6/2021,minnow,1154-Y
8/6/2021,fukui,602-P
8/6/2021,minnow,1146-Y
8/6/2021,fukui,690-P
8/6/2021,minnow,147-Y
8/6/2021,fukui,1156-Y
8/6/2021,minnow,1109-Y
8/6/2021,fukui,128-Y
8/6/2021,minnow,73-P
8/6/2021,fukui,176-P
8/6/2021,minnow,157-P
8/6/2021,fukui,23-P
8/6/2021,minnow,1397-P
8/6/2021,fukui,1489-R
8/6/2021,minnow,1378-P
8/6/2021,fukui,1177-Y
8/6/2021,minnow,195-P
8/6/2021,fukui,573-P
8/6/2021,minnow,1405-R
8/6/2021,fukui,1430-R
8/6/2021,minnow,135-P
8/6/2021,fukui,1496-R
8/6/2021,minnow,192-P
8/6/2021,fukui,1190-Y
8/6/2021,minnow,168-P
8/6/2021,fukui,119-Y
8/6/2021,minnow,1413-R
8/6/2021,fukui,194-Y
8/6/2021,minnow,141-P
8/6/2021,fukui,1194-Y
8/6/2021,minnow,185-Y
8/6/2021,fukui,871-R
8/6/2021,minnow,196-P
8/6/2021,fukui,1187-Y
8/6/2021,minnow,1107-Y
8/6/2021,fukui,123-Y
8/6/2021,minnow,1131-Y
8/6/2021,fukui,184-Y
8/6/2021,minnow,194-P
8/6/2021,fukui,1101-Y
8/6/2021,minnow,1060-B
8/6/2021,fukui,618-P
8/6/2021,minnow,75-P
8/6/2021,fukui,164-Y
8/6/2021,minnow,1457-R
8/6/2021,fukui,178-Y
8/6/2021,minnow,95-P
8/6/2021,fukui,1408-R
8/6/2021,minnow,1122-Y
8/6/2021,minnow,637-P
8/18/2021,minnow,655-P
8/18/2021,fukui,1187-Y
8/18/2021,minnow,1390-P
8/18/2021,fukui,1430-R
8/18/2021,minnow,158-P
8/18/2021,fukui,133-Y
8/18/2021,minnow,185-Y
8/18/2021,fukui,1172-Y
8/18/2021,fukui,119-Y
8/18/2021,minnow,168-P
8/18/2021,fukui,618-P
8/18/2021,minnow,1467-R
8/18/2021,fukui,194-Y
8/18/2021,minnow,637-P
8/18/2021,minnow,166-P
8/18/2021,fukui,1489-R
8/18/2021,minnow,687-P
8/18/2021,fukui,123-Y
8/18/2021,minnow,146-Y
8/18/2021,fukui,1496-R
8/18/2021,minnow,1109-Y
8/18/2021,fukui,20-P
8/18/2021,fukui,1436-R
8/18/2021,minnow,95-P
8/18/2021,minnow,626-P
8/18/2021,fukui,1181-Y
8/18/2021,fukui,1156-Y
8/18/2021,minnow,1146-Y
8/18/2021,minnow,585-P
8/18/2021,fukui,1188-Y
8/18/2021,fukui,1173-Y
8/18/2021,minnow,1107-Y
8/18/2021,fukui,176-P
8/18/2021,minnow,49-P
8/18/2021,fukui,367-R
8/18/2021,minnow,1405-R
8/18/2021,fukui,574-P
8/18/2021,minnow,75-P
8/18/2021,fukui,1101-Y
8/18/2021,minnow,1060-B
8/18/2021,fukui,1408-R
8/18/2021,minnow,1071-B
8/18/2021,fukui,573-P
8/18/2021,minnow,142-P
8/18/2021,fukui,22-P
8/18/2021,minnow,184-P
8/18/2021,fukui,187-Y
8/18/2021,minnow,74-P
8/18/2021,fukui,1494-R
8/18/2021,minnow,1154-Y
8/18/2021,fukui,23-P
8/18/2021,minnow,91-P
8/18/2021,fukui,621-P
8/18/2021,minnow,1131-Y
8/18/2021,fukui,1432-R
8/18/2021,minnow,1122-Y
8/18/2021,fukui,184-Y
8/18/2021,minnow,147-Y
8/18/2021,fukui,871-R
8/18/2021,minnow,194-P
8/18/2021,minnow,192-P
8/18/2021,fukui,1177-Y
8/18/2021,minnow,160-P
8/18/2021,fukui,1190-Y
8/18/2021,minnow,135-P
8/18/2021,fukui,166-Y
8/18/2021,minnow,1397-P
8/18/2021,fukui,1495-R
8/18/2021,minnow,73-P
8/18/2021,fukui,1451-R
8/18/2021,minnow,195-P
8/18/2021,fukui,148-Y
8/18/2021,minnow,57-P
8/18/2021,fukui,1445-R
8/18/2021,minnow,196-P
8/18/2021,fukui,1461-R
8/18/2021,minnow,141-P
8/18/2021,fukui,1406-R
8/18/2021,minnow,157-P
8/18/2021,fukui,1100-Y
8/19/2021,minnow,655-P
8/19/2021,fukui,1187-Y
8/19/2021,minnow,1390-P
8/19/2021,fukui,1430-R
8/19/2021,minnow,158-P
8/19/2021,fukui,133-Y
8/19/2021,minnow,185-Y
8/19/2021,fukui,1172-Y
8/19/2021,fukui,119-Y
8/19/2021,minnow,168-P
8/19/2021,fukui,618-P
8/19/2021,minnow,1467-R
8/19/2021,fukui,194-Y
8/19/2021,minnow,637-P
8/19/2021,minnow,166-P
8/19/2021,fukui,1489-R
8/19/2021,minnow,687-P
8/19/2021,fukui,123-Y
8/19/2021,minnow,146-Y
8/19/2021,fukui,1496-R
8/19/2021,minnow,1109-Y
8/19/2021,fukui,20-P
8/19/2021,fukui,1436-R
8/19/2021,minnow,95-P
8/19/2021,minnow,626-P
8/19/2021,fukui,1181-Y
8/19/2021,fukui,1156-Y
8/19/2021,minnow,1146-Y
8/19/2021,minnow,585-P
8/19/2021,fukui,1188-Y
8/19/2021,fukui,1173-Y
8/19/2021,minnow,1107-Y
8/19/2021,fukui,176-P
8/19/2021,minnow,49-P
8/19/2021,fukui,367-R
8/19/2021,minnow,1405-R
8/19/2021,fukui,574-P
8/19/2021,minnow,75-P
8/19/2021,fukui,1101-Y
8/19/2021,minnow,1060-B
8/19/2021,fukui,1408-R
8/19/2021,minnow,1071-B
8/19/2021,fukui,573-P
8/19/2021,minnow,142-P
8/19/2021,fukui,22-P
8/19/2021,minnow,184-P
8/19/2021,fukui,187-Y
8/19/2021,minnow,74-P
8/19/2021,fukui,1494-R
8/19/2021,minnow,1154-Y
8/19/2021,fukui,23-P
8/19/2021,minnow,91-P
8/19/2021,fukui,621-P
8/19/2021,minnow,1131-Y
8/19/2021,fukui,1432-R
8/19/2021,minnow,1122-Y
8/19/2021,fukui,184-Y
8/19/2021,minnow,147-Y
8/19/2021,fukui,871-R
8/19/2021,minnow,194-P
8/19/2021,minnow,192-P
8/19/2021,fukui,1177-Y
8/19/2021,minnow,160-P
8/19/2021,fukui,1190-Y
8/19/2021,minnow,135-P
8/19/2021,fukui,166-Y
8/19/2021,minnow,1397-P
8/19/2021,fukui,1495-R
8/19/2021,minnow,73-P
8/19/2021,fukui,1451-R
8/19/2021,minnow,195-P
8/19/2021,fukui,148-Y
8/19/2021,minnow,57-P
8/19/2021,fukui,1445-R
8/19/2021,minnow,196-P
8/19/2021,fukui,1461-R
8/19/2021,minnow,141-P
8/19/2021,fukui,1406-R
8/19/2021,minnow,157-P
8/19/2021,fukui,1100-Y
8/20/2021,fukui,1173-Y
8/20/2021,minnow,1107-Y
8/20/2021,fukui,176-P
8/20/2021,minnow,49-P
8/20/2021,fukui,367-R
8/20/2021,minnow,1405-R
8/20/2021,fukui,574-P
8/20/2021,minnow,75-P
8/20/2021,fukui,1101-Y
8/20/2021,minnow,1060-B
8/20/2021,fukui,1408-R
8/20/2021,minnow,1071-B
8/20/2021,fukui,573-P
8/20/2021,minnow,142-P
8/20/2021,fukui,22-P
8/20/2021,minnow,184-P
8/20/2021,fukui,187-Y
8/20/2021,minnow,74-P
8/20/2021,fukui,1494-R
8/20/2021,minnow,1154-Y
8/20/2021,fukui,23-P
8/20/2021,minnow,91-P
8/20/2021,fukui,621-P
8/20/2021,minnow,1131-Y
8/20/2021,fukui,1432-R
8/20/2021,minnow,1122-Y
8/20/2021,fukui,184-Y
8/20/2021,minnow,147-Y
8/20/2021,fukui,871-R
8/20/2021,minnow,194-P
8/20/2021,minnow,192-P
8/20/2021,fukui,1177-Y
8/20/2021,minnow,160-P
8/20/2021,fukui,1190-Y
8/20/2021,minnow,135-P
8/20/2021,fukui,166-Y
8/20/2021,minnow,1397-P
8/20/2021,fukui,1495-R
8/20/2021,minnow,73-P
8/20/2021,fukui,1451-R
8/20/2021,minnow,195-P
8/20/2021,fukui,148-Y
8/20/2021,minnow,57-P
8/20/2021,fukui,1445-R
8/20/2021,minnow,196-P
8/20/2021,fukui,1461-R
8/20/2021,minnow,141-P
8/20/2021,fukui,1406-R
8/20/2021,minnow,157-P
8/20/2021,fukui,1100-Y
8/20/2021,minnow,1149-Y
8/20/2021,fukui,572-P
8/20/2021,minnow,193-P
8/20/2021,fukui,128-Y
8/20/2021,minnow,1018-Y
8/20/2021,fukui,1437-R
8/20/2021,fukui,602-P
8/20/2021,minnow,170-Y
8/20/2021,fukui,164-Y
8/20/2021,minnow,1106-Y
8/20/2021,fukui,1407-R
8/20/2021,minnow,1178-B
8/20/2021,minnow,114-Y
8/20/2021,fukui,644-P
8/20/2021,minnow,567-P
8/20/2021,fukui,581-P
8/20/2021,minnow,35-P
8/20/2021,fukui,1488-R
8/20/2021,minnow,688-P
8/20/2021,fukui,178-Y
8/20/2021,minnow,1325-G
8/20/2021,fukui,690-P
8/20/2021,minnow,1457-R
8/20/2021,fukui,648-P
8/20/2021,minnow,1378-P
8/20/2021,fukui,609-P
8/20/2021,minnow,1088-Y
8/20/2021,fukui,1179-Y
8/20/2021,minnow,1427-R
8/20/2021,fukui,1452-R
8/20/2021,fukui,1124-B
8/20/2021,minnow,1148-Y
8/20/2021,minnow,1404-R
8/20/2021,fukui,1194-Y
8/20/2021,minnow,1090-Y
8/20/2021,fukui,176-Y
8/20/2021,minnow,139-Y
8/20/2021,fukui,141-Y
8/24/2021,minnow,1425-R
8/24/2021,fukui,1448-R
8/24/2021,minnow,57-P
8/24/2021,fukui,165-Y
8/24/2021,minnow,146-P
8/24/2021,fukui,143-Y
8/24/2021,minnow,1072-B
8/24/2021,fukui,1495-R
8/24/2021,minnow,1077-Y
8/24/2021,fukui,1127-B
8/24/2021,minnow,174-P
8/24/2021,fukui,605-P
8/24/2021,minnow,1457-R
8/24/2021,fukui,1455-R
8/24/2021,minnow,182-Y
8/24/2021,fukui,622-P
8/24/2021,minnow,1400-P
8/24/2021,fukui,369-R
8/24/2021,minnow,668-P
8/24/2021,fukui,603-P
8/24/2021,minnow,1106-Y
8/24/2021,fukui,1133-B
8/24/2021,minnow,1121-Y
8/24/2021,fukui,1446-R
8/24/2021,minnow,567-P
8/24/2021,fukui,111-Y
8/24/2021,minnow,684-P
8/24/2021,fukui,142-Y
8/24/2021,minnow,1090-Y
8/24/2021,fukui,1140-B
8/24/2021,fukui,1391-P
8/24/2021,minnow,1325-G
8/24/2021,fukui,640-P
8/24/2021,minnow,184-P
8/24/2021,fukui,1368-G
8/24/2021,minnow,1405-R
8/24/2021,fukui,1135-B
8/24/2021,minnow,192-P
8/24/2021,fukui,639-P
8/24/2021,minnow,1107-Y
8/24/2021,fukui,102-Y
8/24/2021,minnow,185-P
8/24/2021,fukui,566-P
8/24/2021,minnow,682-P
8/24/2021,fukui,1459-R
8/24/2021,minnow,1119-Y
8/24/2021,fukui,623-P
8/24/2021,minnow,1182-B
8/24/2021,fukui,1454-R
8/24/2021,minnow,1087-Y
8/24/2021,fukui,6-P
8/24/2021,minnow,74-P
8/24/2021,fukui,1435-R
8/24/2021,minnow,170-Y
8/24/2021,fukui,1095-Y
8/24/2021,minnow,1060-B
8/24/2021,fukui,1499-R
8/24/2021,minnow,126-P
8/24/2021,fukui,1369-G
8/24/2021,minnow,172-P
8/24/2021,fukui,1182-Y
8/24/2021,minnow,165-P
8/24/2021,fukui,683-P
8/24/2021,minnow,678-P
8/24/2021,fukui,116-Y
8/24/2021,minnow,75-P
8/24/2021,fukui,1367-G
8/24/2021,minnow,1423-R
8/24/2021,fukui,604-P
8/24/2021,minnow,195-P
8/24/2021,minnow,667-P
8/24/2021,fukui,570-p
8/24/2021,minnow,688-P
8/24/2021,fukui,1144-B
8/24/2021,minnow,1138-Y
8/24/2021,fukui,1305-G
8/24/2021,minnow,1083-Y
8/24/2021,fukui,636-P
8/24/2021,minnow,1079-Y
8/24/2021,fukui,663-R
8/24/2021,minnow,681-P
8/24/2021,fukui,1108-Y
8/24/2021,minnow,630-P
8/24/2021,fukui,1310-G
8/24/2021,minnow,1399-G
8/24/2021,fukui,1129-B
8/24/2021,minnow,171-Y
8/24/2021,fukui,625-P
8/24/2021,minnow,72-P
8/24/2021,fukui,162-Y
8/24/2021,fukui,638-P
8/24/2021,minnow,1418-R
8/24/2021,fukui,657-R
8/24/2021,minnow,83-P
8/24/2021,fukui,1143-B
8/24/2021,minnow,1320-G
8/24/2021,fukui,1189-Y
8/24/2021,minnow,1479-R
8/24/2021,fukui,629-P
8/24/2021,minnow,663-P
8/24/2021,fukui,1487-R
8/24/2021,minnow,173-P
8/24/2021,fukui,364-R
8/24/2021,minnow,1093-Y
8/24/2021,fukui,1442-R
8/24/2021,minnow,1129-Y
8/24/2021,fukui,192-Y
8/24/2021,minnow,689-P
8/24/2021,minnow,1426-R
8/24/2021,fukui,1354-G
8/24/2021,fukui,606-P
8/24/2021,minnow,686-P
8/24/2021,fukui,1359-G
8/24/2021,minnow,1388-G
8/24/2021,fukui,669-R
8/24/2021,minnow,1322-G
8/24/2021,minnow,180-P
8/24/2021,fukui,134-Y
8/24/2021,minnow,1409-R
8/24/2021,fukui,1147-B
8/24/2021,minnow,1400-G
8/24/2021,fukui,24-P
8/24/2021,minnow,187-P
8/24/2021,fukui,1366-G
8/24/2021,minnow,1464-R
8/24/2021,minnow,1150-Y
8/24/2021,fukui,21-P
8/24/2021,fukui,191-Y
