Assessment_Type,Date_Deployed,Date_Retrieved,StartTime_Deployed,EndTime_Deployed,StartTime_Retrieved,EndTime_Retrieved,Weather,Personnel,Management_Area,Waterbody,Site_ID,Site_Name,Site_Info,County,Trap_Effort,Trap_Type,Trap_Number,Trap_Info,Bait,Latitude,Longitude,Date_Checked,CAMA_Total,CAMA_Male,CAMA_Female,HEOR,LEAR,HENU,GAAC,CYAG,MEMA,PAHI,PAGR,COAS,OLMA,FLAT,PLST,BAAT,NASS,BROK,SAND,BUBB,ILOB,JELL,TECH,Other_Bycatch,Mortalities,Notes,Data_Source,TrackedChanges,,,,,,,,,,
Removal,5/10/2021,5/13/2021,10:00,10:22,10:48,11:18,Partly Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,North,Core; Pillars,Whatcom,90,Fukui,1361-G,C.P.16,Mackerel,48.988841,-122.754293,5/13/2021,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,,,,,,,,,,,
Removal,5/10/2021,5/13/2021,10:00,10:22,10:48,11:18,Partly Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,North,Core; Pillars,Whatcom,90,Minnow,147-Y,C.P.17,Mackerel,48.988774,-122.754242,5/13/2021,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,,,,,,,,,,,
Removal,5/10/2021,5/13/2021,10:00,10:22,10:48,11:18,Partly Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,North,Core; Pillars,Whatcom,90,Fukui,23-P,C.P.18,Mackerel,48.988708,-122.754084,5/13/2021,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,,,,,,,,,,,
Removal,5/10/2021,5/13/2021,10:00,10:22,10:48,11:18,Partly Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,North,Core; Pillars,Whatcom,90,Minnow,172-P,C.P.19,Mackerel,48.988646,-122.754055,5/13/2021,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,,,,,,,,,,,
Removal,5/10/2021,5/13/2021,10:00,10:22,10:48,11:18,Partly Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,North,Core; Pillars,Whatcom,90,Fukui,1190-Y,C.P.20,Mackerel,48.988556,-122.754087,5/13/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-,WDFW,,,,,,,,,,,
Removal,5/10/2021,5/13/2021,10:00,10:22,10:48,11:18,Partly Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,North,Core; Pillars,Whatcom,90,Minnow,1389-G,C.P.21,Mackerel,48.988615,-122.753806,5/13/2021,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,,,,,,,,,,,
Removal,5/10/2021,5/13/2021,10:00,10:22,10:48,11:18,Partly Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,North,Core; Pillars,Whatcom,90,Fukui,128-Y,C.P.22,Mackerel,48.988521,-122.753649,5/13/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,-,WDFW,,,,,,,,,,,
Removal,5/10/2021,5/13/2021,10:00,10:22,10:48,11:18,Partly Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,North,Core; Pillars,Whatcom,90,Fukui,133-Y,C.P.23,Mackerel,48.989406,-122.754144,5/13/2021,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-,WDFW,,,,,,,,,,,
Removal,5/10/2021,5/13/2021,10:00,10:22,10:48,11:18,Partly Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,North,Core; Pillars,Whatcom,90,Minnow,1388-P,C.P.24,Mackerel,48.989454,-122.753868,5/13/2021,0,0,0,14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,,,,,,,,,,,
Removal,5/10/2021,5/13/2021,10:00,10:22,10:48,11:18,Partly Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,North,Core; Pillars,Whatcom,90,Minnow,75-P,C.P.25,Mackerel,48.989484,-122.753725,5/13/2021,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,,,,,,,,,,,
Removal,5/10/2021,5/13/2021,10:00,10:22,10:48,11:18,Partly Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,North,Core; Pillars,Whatcom,90,Fukui,1101-Y,C.P.26,Mackerel,48.989564,-122.753291,5/13/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,,,,,,,,,,,
Removal,5/10/2021,5/13/2021,10:00,10:22,10:48,11:18,Partly Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,North,Core; Pillars,Whatcom,90,Fukui,187-Y,C.P.27,Mackerel,48.989519,-122.753813,5/13/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,,,,,,,,,,,
Removal,5/10/2021,5/13/2021,10:00,10:22,10:48,11:18,Partly Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,North,Core; Pillars,Whatcom,90,Minnow,1404-R,C.P.28,Mackerel,48.989577,-122.754141,5/13/2021,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,-,WDFW,,,,,,,,,,,
Removal,5/10/2021,5/13/2021,10:00,10:22,10:48,11:18,Partly Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,North,Core; Pillars,Whatcom,90,Minnow,684-P,C.P.29,Mackerel,48.988397,-122.754957,5/13/2021,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,,,,,,,,,,,
Removal,5/10/2021,5/13/2021,10:00,10:22,10:48,11:18,Partly Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,North,Core; Pillars,Whatcom,90,Fukui,1172-Y,C.P.30,Mackerel,48.988268,-122.754957,5/13/2021,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-,WDFW,,,,,,,,,,,
Removal,5/10/2021,5/14/2021,11:05,11:35,12:30,13:05,Partly Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,Dakota Creek,Core,Whatcom,80,Minnow,1107-Y,C.DC.01,Mackerel,48.97244,-122.73162,5/13/2021,0,0,0,5,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,ELFS-1,0,-,WDFW,,,,,,,,,,,
Removal,5/10/2021,5/14/2021,11:05,11:35,12:30,13:05,Partly Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,Dakota Creek,Core,Whatcom,80,Fukui,148-Y,C.DC.02,Mackerel,48.972464,-122.731907,5/13/2021,0,0,0,1,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-,WDFW,,,,,,,,,,,
Removal,5/10/2021,5/14/2021,11:05,11:35,12:30,13:05,Partly Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,Dakota Creek,Core,Whatcom,80,Minnow,1106-Y,C.DC.03,Mackerel,48.972655,-122.732068,5/13/2021,0,0,0,22,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,,,,,,,,,,,
Removal,5/10/2021,5/14/2021,11:05,11:35,12:30,13:05,Partly Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,Dakota Creek,Core,Whatcom,80,Fukui,602-P,C.DC.04,Mackerel,48.972787,-122.732185,5/13/2021,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,,,,,,,,,,,
Removal,5/10/2021,5/14/2021,11:05,11:35,12:30,13:05,Partly Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,Dakota Creek,Core,Whatcom,80,Minnow,658-P,C.DC.05,Mackerel,48.972837,-122.732376,5/13/2021,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SYLE-1,0,-,WDFW,,,,,,,,,,,
Removal,5/10/2021,5/14/2021,11:05,11:35,12:30,13:05,Partly Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,Dakota Creek,Core,Whatcom,80,Fukui,690-P,C.DC.06,Mackerel,48.972976,-122.732562,5/13/2021,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,,,,,,,,,,,
Removal,5/10/2021,5/14/2021,11:05,11:35,12:30,13:05,Partly Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,Dakota Creek,Core,Whatcom,80,Minnow,141-P,C.DC.07,Mackerel,48.973038,-122.732754,5/13/2021,0,0,0,21,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-,WDFW,,,,,,,,,,,
Removal,5/10/2021,5/14/2021,11:05,11:35,12:30,13:05,Partly Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,Dakota Creek,Core,Whatcom,80,Fukui,618-P,C.DC.08,Mackerel,48.973137,-122.732941,5/13/2021,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,,,,,,,,,,,
Removal,5/10/2021,5/14/2021,11:05,11:35,12:30,13:05,Partly Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,Dakota Creek,Core,Whatcom,80,Minnow,1154-Y,C.DC.09,Mackerel,48.973243,-122.733175,5/13/2021,0,0,0,16,2,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,ELFS-1; PAMA-1,0,-,WDFW,,,,,,,,,,,
Removal,5/10/2021,5/14/2021,11:05,11:35,12:30,13:05,Partly Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,Dakota Creek,Core,Whatcom,80,Fukui,1175-Y,C.DC.10,Mackerel,48.973324,-122.733318,5/13/2021,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,,,,,,,,,,,
Removal,5/10/2021,5/14/2021,11:05,11:35,12:30,13:05,Partly Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,Dakota Creek,Core,Whatcom,80,Minnow,1427-R,C.DC.11,Mackerel,48.973439,-122.733444,5/13/2021,0,0,0,14,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PAMA-2,0,-,WDFW,,,,,,,,,,,
Removal,5/10/2021,5/14/2021,11:05,11:35,12:30,13:05,Partly Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,Dakota Creek,Core,Whatcom,80,Fukui,609-P,C.DC.12,Mackerel,48.973525,-122.733689,5/13/2021,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,,,,,,,,,,,
Removal,5/10/2021,5/14/2021,11:05,11:35,12:30,13:05,Partly Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,Dakota Creek,Core,Whatcom,80,Minnow,1351-G,C.DC.13,Mackerel,48.9736154,-122.7338746,5/13/2021,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,,,,,,,,,,,
Removal,5/10/2021,5/14/2021,11:05,11:35,12:30,13:05,Partly Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,Dakota Creek,Core,Whatcom,80,Fukui,19-P,C.DC.14,Mackerel,48.973679,-122.734071,5/13/2021,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-,WDFW,,,,,,,,,,,
Removal,5/10/2021,5/14/2021,11:05,11:35,12:30,13:05,Partly Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,Dakota Creek,Core,Whatcom,80,Minnow,196-P,C.DC.15,Mackerel,48.97374,-122.734239,5/13/2021,0,0,0,6,2,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,ELFS-1,0,-,WDFW,,,,,,,,,,,
Removal,5/10/2021,5/14/2021,11:05,11:35,12:30,13:05,Partly Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,Dakota Creek,Core,Whatcom,80,Fukui,570-P,C.DC.16,Mackerel,48.97378,-122.734431,5/13/2021,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-,WDFW,,,,,,,,,,,
Removal,5/10/2021,5/14/2021,11:05,11:35,12:30,13:05,Partly Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,Dakota Creek,Core,Whatcom,80,Minnow,1151-Y,C.DC.17,Mackerel,48.973815,-122.73462,5/13/2021,0,0,0,12,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-,WDFW,,,,,,,,,,,
Removal,5/10/2021,5/14/2021,11:05,11:35,12:30,13:05,Partly Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,Dakota Creek,Core,Whatcom,80,Fukui,648-P,C.DC.18,Mackerel,48.97379,-122.734804,5/13/2021,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,,,,,,,,,,,
Removal,5/10/2021,5/14/2021,11:05,11:35,12:30,13:05,Partly Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,Dakota Creek,Core,Whatcom,80,Minnow,1148-B,C.DC.19,Mackerel,48.973824,-122.735038,5/13/2021,0,0,0,14,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,-,WDFW,,,,,,,,,,,
Removal,5/10/2021,5/14/2021,11:05,11:35,12:30,13:05,Partly Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,Dakota Creek,Core,Whatcom,80,Fukui,20-P,C.DC.20,Mackerel,48.973802,-122.735215,5/13/2021,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-,WDFW,,,,,,,,,,,
Removal,5/12/2021,5/13/2021,16:00,16:30,12:15,13:15,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,South,Willsie's property west of Harborview Rd ,Whatcom,20,Fukui,644-P,-,Mackerel,48.95855,-122.750494,5/13/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,Changed Site_Name to South - Willsie - CB 12/22/2021,,,,,,,,,,
Removal,5/12/2021,5/13/2021,16:00,16:30,12:15,13:15,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,South,Willsie's property west of Harborview Rd ,Whatcom,20,Minnow,182-Y,-,Mackerel,48.958557,-122.750635,5/13/2021,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,Changed Site_Name to South - Willsie - CB 12/22/2021,,,,,,,,,,
Removal,5/12/2021,5/13/2021,16:00,16:30,12:15,13:15,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,South,Willsie's property west of Harborview Rd ,Whatcom,20,Fukui,619-P,-,Mackerel,48.958613,-122.750891,5/13/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,Changed Site_Name to South - Willsie - CB 12/22/2021,,,,,,,,,,
Removal,5/12/2021,5/13/2021,16:00,16:30,12:15,13:15,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,South,Willsie's property west of Harborview Rd ,Whatcom,20,Minnow,193-P,-,Mackerel,48.958614,-122.751061,5/13/2021,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,Changed Site_Name to South - Willsie - CB 12/22/2021,,,,,,,,,,
Removal,5/12/2021,5/13/2021,16:00,16:30,12:15,13:15,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,South,Willsie's property west of Harborview Rd ,Whatcom,20,Fukui,166-Y,-,Mackerel,48.95861,-122.751333,5/13/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,Changed Site_Name to South - Willsie - CB 12/22/2021,,,,,,,,,,
Removal,5/12/2021,5/13/2021,16:00,16:30,12:15,13:15,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,South,Willsie's property west of Harborview Rd ,Whatcom,20,Minnow,57-P,-,Mackerel,48.95855,-122.751565,5/13/2021,0,0,0,33,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,Changed Site_Name to South - Willsie - CB 12/22/2021,,,,,,,,,,
Removal,5/12/2021,5/13/2021,16:00,16:30,12:15,13:15,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,South,Willsie's property west of Harborview Rd ,Whatcom,20,Minnow,1081-Y,-,Mackerel,48.958714,-122.751291,5/13/2021,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,Changed Site_Name to South - Willsie - CB 12/22/2021,,,,,,,,,,
Removal,5/12/2021,5/13/2021,16:00,16:30,12:15,13:15,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,South,Willsie's property west of Harborview Rd ,Whatcom,20,Minnow,1320-G,-,Mackerel,48.958702,-122.750979,5/13/2021,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,Changed Site_Name to South - Willsie - CB 12/22/2021,,,,,,,,,,
Removal,5/12/2021,5/13/2021,16:00,16:30,12:15,13:15,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,South,Willsie's property west of Harborview Rd ,Whatcom,20,Fukui,1489-R,-,Mackerel,48.958911,-122.750646,5/13/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,Changed Site_Name to South - Willsie - CB 12/22/2021,,,,,,,,,,
Removal,5/12/2021,5/13/2021,16:00,16:30,12:15,13:15,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,South,Willsie's property west of Harborview Rd ,Whatcom,20,Fukui,1177-Y,-,Mackerel,48.95911,-122.750036,5/13/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,Changed Site_Name to South - Willsie - CB 12/22/2021,,,,,,,,,,
Removal,5/12/2021,5/13/2021,16:00,16:30,12:15,13:15,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,South,Willsie's property west of Harborview Rd ,Whatcom,20,Minnow,154-P,-,Mackerel,48.959044,-122.750628,5/13/2021,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,Changed Site_Name to South - Willsie - CB 12/22/2021,,,,,,,,,,
Removal,5/12/2021,5/13/2021,16:00,16:30,12:15,13:15,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,South,Willsie's property west of Harborview Rd ,Whatcom,20,Minnow,1400-P,-,Mackerel,48.959177,-122.750136,5/13/2021,0,0,0,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,Changed Site_Name to South - Willsie - CB 12/22/2021,,,,,,,,,,
Removal,5/12/2021,5/13/2021,16:00,16:30,12:15,13:15,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,South,Willsie's property west of Harborview Rd ,Whatcom,20,Fukui,1461-R,-,Mackerel,48.959182,-122.75089,5/13/2021,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-,WDFW,Changed Site_Name to South - Willsie - CB 12/22/2021,,,,,,,,,,
Removal,5/12/2021,5/13/2021,16:00,16:30,12:15,13:15,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,South,Willsie's property west of Harborview Rd ,Whatcom,20,Minnow,73-P,-,Mackerel,48.959191,-122.750808,5/13/2021,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,Changed Site_Name to South - Willsie - CB 12/22/2021,,,,,,,,,,
Removal,5/12/2021,5/13/2021,16:00,16:30,12:15,13:15,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,South,Willsie's property west of Harborview Rd ,Whatcom,20,Fukui,184-Y,-,Mackerel,48.959222,-122.750769,5/13/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,Changed Site_Name to South - Willsie - CB 12/22/2021,,,,,,,,,,
Removal,5/12/2021,5/13/2021,16:00,16:30,12:15,13:15,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,South,Willsie's property west of Harborview Rd ,Whatcom,20,Minnow,668-P,-,Mackerel,48.95927,-122.750652,5/13/2021,0,0,0,15,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LEAR-3,-,WDFW,Changed Site_Name to South - Willsie - CB 12/22/2021,,,,,,,,,,
Removal,5/12/2021,5/13/2021,16:00,16:30,12:15,13:15,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,South,Willsie's property west of Harborview Rd ,Whatcom,20,Fukui,1488-R,-,Mackerel,48.959271,-122.750572,5/13/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,Changed Site_Name to South - Willsie - CB 12/22/2021,,,,,,,,,,
Removal,5/12/2021,5/13/2021,16:00,16:30,12:15,13:15,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,South,Willsie's property west of Harborview Rd ,Whatcom,20,Minnow,1119-Y,-,Mackerel,48.959263,-122.750422,5/13/2021,0,0,0,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,Changed Site_Name to South - Willsie - CB 12/22/2021,,,,,,,,,,
Removal,5/12/2021,5/13/2021,16:00,16:30,12:15,13:15,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,South,Willsie's property west of Harborview Rd ,Whatcom,20,Fukui,115-Y,-,Mackerel,48.959313,-122.750364,5/13/2021,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,Changed Site_Name to South - Willsie - CB 12/22/2021,,,,,,,,,,
Removal,5/12/2021,5/13/2021,16:00,16:30,12:15,13:15,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,South,Willsie's property west of Harborview Rd ,Whatcom,20,Fukui,178-Y,-,Mackerel,48.959739,-122.750157,5/13/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-,WDFW,Changed Site_Name to South - Willsie - CB 12/22/2021,,,,,,,,,,
