WA_ID,WDFW_ID,WSG_ID,Other_ID,Type,Scientific_Name,Common_Name,Date_Observed,Date_Reported,Day,Month,Year,Management_Area,Waterbody,Site_ID,Site_Name,Site_Info,County,Latitude,Longitude,Accuracy,Sex,CW_mm,NW_mm,Limb_Status,Color,Eggs,Condition,Barnacles,YearClass_Estimation,Trap_Type,Trap_Number,Trap_Info,Bait,ReportingParty,ReportingParty_PhoneNumber,ReportingParty_Email,ConfirmingParty,Confirming_Evidence,PicturePath_Media,Genetics,Database_Recorder,Notes,Data_Source,TrackedChanges,,,
,DH.2021.0052,WASS.2021.0170,N/A,Crustacean,Carcinus maenas,European Green Crab,8/3/2021,8/3/2021,3,8,2021,San Juan Islands,Drayton Harbor,N/A,Dakota Creek,Core,Whatcom,48.972787,-122.732185,Actual,Female,69,N/A,Rr1,Yellow,No,Live,No,,Fukui,619-P,C.DC.04,Mackerel,WDFW,888-WDFW-AIS,AIS@dfw.wa.gov,"Lindsey Parker, WDFW",Specimen,N/A,Given to WSG,Parker WDFW,-,WDFW,,,,
,DH.2021.0053,WASS.2021.0171,N/A,Crustacean,Carcinus maenas,European Green Crab,8/3/2021,8/3/2021,3,8,2021,San Juan Islands,Drayton Harbor,N/A,Dakota Creek,Core,Whatcom,48.973137,-122.732941,Actual,Female,59,N/A,Good,Yellow,No,Live,No,,Fukui,1436-R,C.DC.08,Mackerel,WDFW,888-WDFW-AIS,AIS@dfw.wa.gov,"Lindsey Parker, WDFW",Specimen,N/A,Given to WSG,Parker WDFW,-,WDFW,,,,
,DH.2021.0054,WASS.2021.0172,N/A,Crustacean,Carcinus maenas,European Green Crab,8/3/2021,8/3/2021,3,8,2021,San Juan Islands,Drayton Harbor,N/A,Dakota Creek,Core,Whatcom,48.973137,-122.732941,Actual,Female,58,N/A,"Rr1,3",Green,No,Live,No,,Fukui,1436-R,C.DC.08,Mackerel,WDFW,888-WDFW-AIS,AIS@dfw.wa.gov,"Lindsey Parker, WDFW",Specimen,N/A,Given to WSG,Parker WDFW,-,WDFW,,,,
,DH.2021.0055,WASS.2021.0173,N/A,Crustacean,Carcinus maenas,European Green Crab,8/3/2021,8/3/2021,3,8,2021,San Juan Islands,Drayton Harbor,N/A,Dakota Creek,Core,Whatcom,48.973137,-122.732941,Actual,Female,58,N/A,Good,Green,No,Live,No,,Fukui,1436-R,C.DC.08,Mackerel,WDFW,888-WDFW-AIS,AIS@dfw.wa.gov,"Lindsey Parker, WDFW",Specimen,N/A,Given to WSG,Parker WDFW,-,WDFW,,,,
,DH.2021.0056,WASS.2021.0175,N/A,Crustacean,Carcinus maenas,European Green Crab,8/18/2021,8/18/2021,18,8,2021,San Juan Islands,Drayton Harbor,N/A,North,Core; Pillars,Whatcom,48.988945,-122.755304,Actual,Female,72,N/A,Good,Yellow,No,Live,No,,Fukui,133-Y,C.P.06,Mackerel,WDFW,888-WDFW-AIS,AIS@dfw.wa.gov,"Lindsey Parker, WDFW",Specimen,N/A,Given to WSG,Parker WDFW,-,WDFW,,,,
,DH.2021.0057,WASS.2021.0176,N/A,Crustacean,Carcinus maenas,European Green Crab,8/18/2021,8/18/2021,18,8,2021,San Juan Islands,Drayton Harbor,N/A,North,Core; Pillars,Whatcom,48.988945,-122.755304,Actual,Male,68,N/A,Rd3,Yellow,N/A,Live,No,,Fukui,133-Y,C.P.06,Mackerel,WDFW,888-WDFW-AIS,AIS@dfw.wa.gov,"Lindsey Parker, WDFW",Specimen,N/A,Given to WSG,Parker WDFW,-,WDFW,,,,
,DH.2021.0058,WASS.2021.0177,N/A,Crustacean,Carcinus maenas,European Green Crab,8/18/2021,8/18/2021,18,8,2021,San Juan Islands,Drayton Harbor,N/A,North,Core; Pillars,Whatcom,48.988945,-122.755304,Actual,Female,63.5,N/A,Good,Green,No,Live,No,,Fukui,133-Y,C.P.06,Mackerel,WDFW,888-WDFW-AIS,AIS@dfw.wa.gov,"Lindsey Parker, WDFW",Specimen,N/A,Given to WSG,Parker WDFW,-,WDFW,,,,
,DH.2021.0059,WASS.2021.0178,N/A,Crustacean,Carcinus maenas,European Green Crab,8/18/2021,8/18/2021,18,8,2021,San Juan Islands,Drayton Harbor,N/A,North,Core; Pillars,Whatcom,48.988945,-122.755304,Actual,Male,64,N/A,Good,Yellow,N/A,Live,No,,Fukui,133-Y,C.P.06,Mackerel,WDFW,888-WDFW-AIS,AIS@dfw.wa.gov,"Lindsey Parker, WDFW",Specimen,N/A,Given to WSG,Parker WDFW,-,WDFW,,,,
,DH.2021.0060,WASS.2021.0179,N/A,Crustacean,Carcinus maenas,European Green Crab,8/18/2021,8/18/2021,18,8,2021,San Juan Islands,Drayton Harbor,N/A,North,Core; Pillars,Whatcom,48.988945,-122.755304,Actual,Male,72,N/A,Good,Yellow,N/A,Live,No,,Fukui,133-Y,C.P.06,Mackerel,WDFW,888-WDFW-AIS,AIS@dfw.wa.gov,"Lindsey Parker, WDFW",Specimen,N/A,Given to WSG,Parker WDFW,-,WDFW,,,,
,DH.2021.0061,WASS.2021.0180,N/A,Crustacean,Carcinus maenas,European Green Crab,8/18/2021,8/18/2021,18,8,2021,San Juan Islands,Drayton Harbor,N/A,North,Core; Pillars,Whatcom,48.989406,-122.754144,Actual,Male,64,N/A,Lr1; Rr1,Yellow,N/A,Live,No,,Fukui,1436-R,C.P.23,Mackerel,WDFW,888-WDFW-AIS,AIS@dfw.wa.gov,"Lindsey Parker, WDFW",Specimen,N/A,Given to WSG,Parker WDFW,-,WDFW,,,,
,DH.2021.0062,WASS.2021.0181,N/A,Crustacean,Carcinus maenas,European Green Crab,8/18/2021,8/18/2021,18,8,2021,San Juan Islands,Drayton Harbor,N/A,North,Core; Pillars,Whatcom,48.989406,-122.754144,Actual,Female,50,N/A,Good,Light-Orange,No,Live,No,,Fukui,1436-R,C.P.23,Mackerel,WDFW,888-WDFW-AIS,AIS@dfw.wa.gov,"Lindsey Parker, WDFW",Specimen,N/A,Given to WSG,Parker WDFW,-,WDFW,,,,
,DH.2021.0063,WASS.2021.0182,N/A,Crustacean,Carcinus maenas,European Green Crab,8/18/2021,8/18/2021,18,8,2021,San Juan Islands,Drayton Harbor,N/A,Dakota Creek,Core,Whatcom,48.973137,-122.732941,Actual,Female,58,N/A,Good,Green,No,Live,No,,Fukui,1495-R,C.DC.08,Mackerel,WDFW,888-WDFW-AIS,AIS@dfw.wa.gov,"Lindsey Parker, WDFW",Specimen,N/A,Given to WSG,Parker WDFW,-,WDFW,,,,
,DH.2021.0064,WASS.2021.0183,N/A,Crustacean,Carcinus maenas,European Green Crab,8/18/2021,8/18/2021,18,8,2021,San Juan Islands,Drayton Harbor,N/A,Dakota Creek,Core,Whatcom,48.973324,-122.733318,Actual,Male,70,N/A,Lr5,Yellow,N/A,Live,No,,Fukui,1451-R,C.DC.10,Mackerel,WDFW,888-WDFW-AIS,AIS@dfw.wa.gov,"Lindsey Parker, WDFW",Specimen,N/A,Given to WSG,Parker WDFW,-,WDFW,,,,
,DH.2021.0065,WASS.2021.0184,N/A,Crustacean,Carcinus maenas,European Green Crab,8/18/2021,8/18/2021,18,8,2021,San Juan Islands,Drayton Harbor,N/A,Dakota Creek,Core,Whatcom,48.973525,-122.733689,Actual,Male,67,N/A,Good,Orange,N/A,Live,No,,Fukui,148-Y,C.DC.12,Mackerel,WDFW,888-WDFW-AIS,AIS@dfw.wa.gov,"Lindsey Parker, WDFW",Specimen,N/A,Given to WSG,Parker WDFW,-,WDFW,,,,
,DH.2021.0066,WASS.2021.0185,N/A,Crustacean,Carcinus maenas,European Green Crab,8/18/2021,8/18/2021,18,8,2021,San Juan Islands,Drayton Harbor,N/A,Dakota Creek,Core,Whatcom,48.973679,-122.734071,Actual,Male,72,N/A,Good,Yellow,N/A,Live,No,,Fukui,1445-R,C.DC.14,Mackerel,WDFW,888-WDFW-AIS,AIS@dfw.wa.gov,"Lindsey Parker, WDFW",Specimen,N/A,Given to WSG,Parker WDFW,-,WDFW,,,,
,DH.2021.0067,WASS.2021.0186,N/A,Crustacean,Carcinus maenas,European Green Crab,8/18/2021,8/18/2021,18,8,2021,San Juan Islands,Drayton Harbor,N/A,Dakota Creek,Core,Whatcom,48.97378,-122.734431,Actual,Male,71,N/A,Rd4,Yellow,N/A,Live,No,,Fukui,1461-R,C.DC.16,Mackerel,WDFW,888-WDFW-AIS,AIS@dfw.wa.gov,"Lindsey Parker, WDFW",Specimen,N/A,Given to WSG,Parker WDFW,-,WDFW,,,,
,DH.2021.0068,WASS.2021.0187,N/A,Crustacean,Carcinus maenas,European Green Crab,8/18/2021,8/18/2021,18,8,2021,San Juan Islands,Drayton Harbor,N/A,Dakota Creek,Core,Whatcom,48.97378,-122.734431,Actual,Female,60,N/A,Ld1,Green,No,Live,No,,Fukui,1461-R,C.DC.16,Mackerel,WDFW,888-WDFW-AIS,AIS@dfw.wa.gov,"Lindsey Parker, WDFW",Specimen,N/A,Given to WSG,Parker WDFW,-,WDFW,,,,
,DH.2021.0069,WASS.2021.0188,N/A,Crustacean,Carcinus maenas,European Green Crab,8/18/2021,8/18/2021,18,8,2021,San Juan Islands,Drayton Harbor,N/A,Dakota Creek,Core,Whatcom,48.97378,-122.734431,Actual,Female,64,N/A,Rr1,Green,No,Live,No,,Fukui,1461-R,C.DC.16,Mackerel,WDFW,888-WDFW-AIS,AIS@dfw.wa.gov,"Lindsey Parker, WDFW",Specimen,N/A,Given to WSG,Parker WDFW,-,WDFW,,,,
,DH.2021.0070,WASS.2021.0202,N/A,Crustacean,Carcinus maenas,European Green Crab,8/19/2021,8/19/2021,19,8,2021,San Juan Islands,Drayton Harbor,N/A,Dakota Creek,Core,Whatcom,48.97378,-122.734431,Actual,Female,66,N/A,Rr2,Green,No,Live,No,,Fukui,1461-R,C.DC.16,Mackerel,WDFW,888-WDFW-AIS,AIS@dfw.wa.gov,"Lindsey Parker, WDFW",Specimen,N/A,Given to WSG,Parker WDFW,-,WDFW,,,,
,DH.2021.0071,WASS.2021.0191,N/A,Crustacean,Carcinus maenas,European Green Crab,8/24/2021,8/24/2021,24,8,2021,San Juan Islands,Drayton Harbor,N/A,Dakota Creek,Grid Survey; G3,Whatcom,48.973848,-122.735185,Actual,Male,83,N/A,R1,Red/Orange,NA,Live,No,2019,Shrimp,2-G3,-,Mackerel,WSG,206.616.3368,egrason@uw.edu,"Emily Grason, WSG",Specimen,N/A,Given to WSG,Parker WDFW,-,WDFW,,,,
,DH.2021.0072,WASS.2021.0192,N/A,Crustacean,Carcinus maenas,European Green Crab,8/24/2021,8/24/2021,24,8,2021,San Juan Islands,Drayton Harbor,N/A,Dakota Creek,Grid Survey; G3,Whatcom,48.973848,-122.735185,Actual,Male,69,N/A,None,Yellow Orange,NA,Live,No,,Shrimp,2-G3,-,Mackerel,WSG,206.616.3368,egrason@uw.edu,"Emily Grason, WSG",Specimen,N/A,Given to WSG,Parker WDFW,-,WDFW,,,,
,DH.2021.0073,WASS.2021.0193,N/A,Crustacean,Carcinus maenas,European Green Crab,8/24/2021,8/24/2021,24,8,2021,San Juan Islands,Drayton Harbor,N/A,Dakota Creek,Grid Survey; G3,Whatcom,48.973848,-122.735185,Actual,Male,71,N/A,None,Yellow,NA,Live,No,,Shrimp,2-G3,-,Mackerel,WSG,206.616.3368,egrason@uw.edu,"Emily Grason, WSG",Specimen,N/A,Given to WSG,Parker WDFW,-,WDFW,,,,
,DH.2021.0074,WASS.2021.0194,N/A,Crustacean,Carcinus maenas,European Green Crab,8/24/2021,8/24/2021,24,8,2021,San Juan Islands,Drayton Harbor,N/A,Dakota Creek,Grid Survey; G3,Whatcom,48.973848,-122.735185,Actual,Female,76,N/A,None,Yellow,No,Live,No,2019,Shrimp,2-G3,-,Mackerel,WSG,206.616.3368,egrason@uw.edu,"Emily Grason, WSG",Specimen,N/A,Given to WSG,Parker WDFW,-,WDFW,,,,
,DH.2021.0075,WASS.2021.0195,N/A,Crustacean,Carcinus maenas,European Green Crab,8/24/2021,8/24/2021,24,8,2021,San Juan Islands,Drayton Harbor,N/A,Dakota Creek,Grid Survey; G3,Whatcom,48.973823,-122.734634,Actual,Male,72,N/A,Lr1,Yellow Orange,NA,Live,No,,Shrimp,1-G3,-,Mackerel,WSG,206.616.3368,egrason@uw.edu,"Emily Grason, WSG",Specimen,N/A,Given to WSG,Parker WDFW,-,WDFW,,,,
,DH.2021.0076,WASS.2021.0196,N/A,Crustacean,Carcinus maenas,European Green Crab,8/25/2021,8/25/2021,25,8,2021,San Juan Islands,Drayton Harbor,N/A,Dakota Creek,Grid Survey; G3,Whatcom,48.973848,-122.735185,Actual,Male,77,N/A,None,Yellow,NA,Live,No,,Shrimp,2-G3,-,Mackerel,WSG,206.616.3368,egrason@uw.edu,"Emily Grason, WSG",Specimen,N/A,Given to WSG,Parker WDFW,-,WDFW,,,,
,DH.2021.0077,WASS.2021.0197,N/A,Crustacean,Carcinus maenas,European Green Crab,8/25/2021,8/25/2021,25,8,2021,San Juan Islands,Drayton Harbor,N/A,Central,"Grid Survey; Subtidal Zone, B8",Whatcom,48.973027,-122.749451,Actual,Male,84,N/A,None,Red Orange,NA,Live,Yes,2019,Shrimp,4-B8,-,Mackerel,WSG,206.616.3368,egrason@uw.edu,"Emily Grason, WSG",Specimen,N/A,Given to WSG,Parker WDFW,-,WDFW,,,,
,DH.2021.0078,WASS.2021.0198,N/A,Crustacean,Carcinus maenas,European Green Crab,8/25/2021,8/25/2021,25,8,2021,San Juan Islands,Drayton Harbor,N/A,Central,"Grid Survey; Subtidal Zone, B8",Whatcom,48.973027,-122.749451,Actual,Female,69,N/A,Rd1,Yellow,No,Live,No,,Shrimp,4-B8,-,Mackerel,WSG,206.616.3368,egrason@uw.edu,"Emily Grason, WSG",Specimen,N/A,Given to WSG,Parker WDFW,-,WDFW,,,,
,DH.2021.0079,WASS.2021.0199,N/A,Crustacean,Carcinus maenas,European Green Crab,8/25/2021,8/25/2021,25,8,2021,San Juan Islands,Drayton Harbor,N/A,Central,"Grid Survey; Subtidal Zone, B8",Whatcom,48.973027,-122.749451,Actual,Female,65,N/A,Rd1,Red Orange,No,Live,Yes,,Shrimp,4-B8,-,Mackerel,WSG,206.616.3368,egrason@uw.edu,"Emily Grason, WSG",Specimen,N/A,Given to WSG,Parker WDFW,-,WDFW,,,,
,DH.2021.0080,WASS.2021.0200,N/A,Crustacean,Carcinus maenas,European Green Crab,8/26/2021,8/26/2021,26,8,2021,San Juan Islands,Drayton Harbor,N/A,Dakota Creek,Grid Survey; G3,Whatcom,48.973823,-122.734634,Actual,Female,66,N/A,None,Green,No,Live,No,,Shrimp,1-G3,-,Mackerel,WSG,206.616.3368,egrason@uw.edu,"Emily Grason, WSG",Specimen,N/A,Given to WSG,Parker WDFW,-,WDFW,,,,
,DH.2021.0081,WASS.2021.0201,N/A,Crustacean,Carcinus maenas,European Green Crab,8/26/2021,8/26/2021,26,8,2021,San Juan Islands,Drayton Harbor,N/A,Dakota Creek,Grid Survey; G3,Whatcom,48.973823,-122.734634,Actual,Female,60,N/A,R2,Orange,No,Live,No,,Shrimp,1-G3,-,Mackerel,WSG,206.616.3368,egrason@uw.edu,"Emily Grason, WSG",Specimen,N/A,Given to WSG,Parker WDFW,-,WDFW,,,,
,DH.2021.0082,WASS.2021.0203,N/A,Crustacean,Carcinus maenas,European Green Crab,9/2/2021,9/2/2021,2,9,2021,San Juan Islands,Drayton Harbor,N/A,Dakota Creek,G3,Whatcom,48.973737,-122.735558,Actual,Male,83,N/A,R5,Light-Orange,N/A,Live,No,,Shrimp,1116-B,-,Mackerel,NWSC,360.481.9253,simpson@nwstraits.org,"Alexandra Simpson, NWSC",Specimen,N/A,Given to WSG,Parker WDFW,-,WDFW,,,,
,DH.2021.0083,WASS.2021.0204,N/A,Crustacean,Carcinus maenas,European Green Crab,9/2/2021,9/2/2021,2,9,2021,San Juan Islands,Drayton Harbor,N/A,Dakota Creek,G3,Whatcom,48.973638,-122.735563,Actual,Male,90,N/A,Ld2,Light-Orange,N/A,Live,No,,Shrimp,164-P,-,Mackerel,NWSC,360.481.9253,simpson@nwstraits.org,"Alexandra Simpson, NWSC",Specimen,N/A,Given to WSG,Parker WDFW,-,WDFW,,,,
,DH.2021.0084,WASS.2021.0205,N/A,Crustacean,Carcinus maenas,European Green Crab,9/2/2021,9/2/2021,2,9,2021,San Juan Islands,Drayton Harbor,N/A,Dakota Creek,G3,Whatcom,48.973777,-122.73574,Actual,Male,88,N/A,Rd4,Light-Orange,N/A,Live,No,,Shrimp,1345-G,-,Mackerel,NWSC,360.481.9253,simpson@nwstraits.org,"Alexandra Simpson, NWSC",Specimen,N/A,Given to WSG,Parker WDFW,-,WDFW,,,,
,DH.2021.0085,WASS.2021.0206,N/A,Crustacean,Carcinus maenas,European Green Crab,9/2/2021,9/2/2021,2,9,2021,San Juan Islands,Drayton Harbor,N/A,Dakota Creek,G3,Whatcom,48.973764,-122.735937,Actual,Male,76,N/A,Ld3,Light-Orange,N/A,Live,No,,Shrimp,1107-B,-,Mackerel,NWSC,360.481.9253,simpson@nwstraits.org,"Alexandra Simpson, NWSC",Specimen,N/A,Given to WSG,Parker WDFW,-,WDFW,,,,
,DH.2021.0086,WASS.2021.0207,N/A,Crustacean,Carcinus maenas,European Green Crab,9/2/2021,9/2/2021,2,9,2021,San Juan Islands,Drayton Harbor,N/A,California Creek,Core,Whatcom,48.96175,-122.73419,Actual,Male,38,N/A,Good,Green,N/A,Live,No,2021,Minnow,180-Y,C.CC.08,Mackerel,NWSC,360.481.9253,simpson@nwstraits.org,"Alexandra Simpson, NWSC",Specimen,N/A,Given to WSG,Parker WDFW,-,WDFW,,,,
,DH.2021.0087,WASS.2021.0209,N/A,Crustacean,Carcinus maenas,European Green Crab,9/3/2021,9/3/2021,3,9,2021,San Juan Islands,Drayton Harbor,N/A,Dakota Creek,G3,Whatcom,48.973764,-122.735937,Actual,Female,72,N/A,Rd1,Red/Orange,No,Live,Yes,,Shrimp,1107-B,-,Mackerel,NWSC,360.481.9253,simpson@nwstraits.org,"Alexandra Simpson, NWSC",Specimen,N/A,Given to WSG,Simpson NWSC,-,WDFW,,,,
,DH.2021.0088,WASS.2021.0210,N/A,Crustacean,Carcinus maenas,European Green Crab,9/3/2021,9/3/2021,3,9,2021,San Juan Islands,Drayton Harbor,N/A,California Creek,Core,Whatcom,48.96152,-122.734306,Actual,Male,64,N/A,Good,Orange,N/A,Live,No,,Fukui,629-P,C.CC.11,Mackerel,NWSC,360.481.9253,simpson@nwstraits.org,"Alexandra Simpson, NWSC",Specimen,N/A,Given to WSG,Simpson NWSC,-,WDFW,,,,
,DH.2021.0089,WASS.2021.0212,N/A,Crustacean,Carcinus maenas,European Green Crab,9/8/2021,9/8/2021,8,9,2021,San Juan Islands,Drayton Harbor,N/A,Dakota Creek,Core,Whatcom,48.973324,-122.733318,Actual,Female,34,N/A,Good,Green,No,Live,No,,Fukui,133-Y,C.DC.10,Mackerel,NWSC,360.481.9253,simpson@nwstraits.org,"Alexandra Simpson, NWSC",Specimen,N/A,Given to WSG,Simpson NWSC,-,WDFW,,,,
,DH.2021.0090,WASS.2021.0213,N/A,Crustacean,Carcinus maenas,European Green Crab,9/8/2021,9/8/2021,8,9,2021,San Juan Islands,Drayton Harbor,N/A,Dakota Creek,Core,Whatcom,48.973324,-122.733318,Actual,Female,71,N/A,Lr1,Green,No,Live,No,,Fukui,133-Y,C.DC.10,Mackerel,NWSC,360.481.9253,simpson@nwstraits.org,"Alexandra Simpson, NWSC",Specimen,N/A,Given to WSG,Simpson NWSC,-,WDFW,,,,
,DH.2021.0091,WASS.2021.0214,N/A,Crustacean,Carcinus maenas,European Green Crab,9/8/2021,9/8/2021,8,9,2021,San Juan Islands,Drayton Harbor,N/A,Dakota Creek,Core,Whatcom,48.972464,-122.731907,Actual,Female,67,N/A,L1,Orange,No,Live,Yes,,Fukui,1179-Y,C.DC.02,Mackerel,NWSC,360.481.9253,simpson@nwstraits.org,"Alexandra Simpson, NWSC",Specimen,N/A,Given to WSG,Simpson NWSC,-,WDFW,,,,
,DH.2021.0092,WASS.2021.0215,N/A,Crustacean,Carcinus maenas,European Green Crab,9/9/2021,9/9/2021,9,9,2021,San Juan Islands,Drayton Harbor,N/A,North,South of Pillars after C.P.22,Whatcom,48.9889986,-122.7551556,Actual,Male,73,N/A,Ld4; Rd1,Green,N/A,Live,No,,Shrimp,133-P,-,Mackerel,NWSC,360.481.9253,simpson@nwstraits.org,"Alexandra Simpson, NWSC",Specimen,N/A,Given to WSG,Simpson NWSC,-,WDFW,,,,
,DH.2021.0093,WASS.2021.0216,N/A,Crustacean,Carcinus maenas,European Green Crab,9/9/2021,9/9/2021,9,9,2021,San Juan Islands,Drayton Harbor,N/A,North,South of Pillars after C.P.22,Whatcom,48.988339,-122.753522,Actual,Male,69,N/A,Good,Light-Orange,N/A,Live,No,,Shrimp,164-P,-,Mackerel,NWSC,360.481.9253,simpson@nwstraits.org,"Alexandra Simpson, NWSC",Specimen,N/A,Given to WSG,Simpson NWSC,-,WDFW,,,,
,DH.2021.0094,WASS.2021.0217,N/A,Crustacean,Carcinus maenas,European Green Crab,9/9/2021,9/9/2021,9,9,2021,San Juan Islands,Drayton Harbor,N/A,Dakota Creek,G3,Whatcom,48.973641,-122.735643,Actual,Male,76,N/A,Rd2,Light-Orange,N/A,Live,No,,Shrimp,1325-G,-,Mackerel,NWSC,360.481.9253,simpson@nwstraits.org,"Alexandra Simpson, NWSC",Specimen,N/A,Given to WSG,Simpson NWSC,-,WDFW,,,,
,DH.2021.0095,WASS.2021.0218,N/A,Crustacean,Carcinus maenas,European Green Crab,9/9/2021,9/9/2021,9,9,2021,San Juan Islands,Drayton Harbor,N/A,Dakota Creek,G3,Whatcom,48.973797,-122.7354672,Actual,Male,70,N/A,L1; Ld3; Rd5,Orange,N/A,Live,No,,Shrimp,1153-Pk,-,Mackerel,NWSC,360.481.9253,simpson@nwstraits.org,"Alexandra Simpson, NWSC",Specimen,N/A,Given to WSG,Simpson NWSC,-,WDFW,,,,
,DH.2021.0096,WASS.2021.0219,N/A,Crustacean,Carcinus maenas,European Green Crab,9/9/2021,9/9/2021,9,9,2021,San Juan Islands,Drayton Harbor,N/A,Dakota Creek,G3,Whatcom,48.973787,-122.735304,Actual,Male,75,N/A,Lr1; Rr1,Green,N/A,Live,No,,Shrimp,1154-Pk,-,Mackerel,NWSC,360.481.9253,simpson@nwstraits.org,"Alexandra Simpson, NWSC",Specimen,N/A,Given to WSG,Simpson NWSC,-,WDFW,,,,
,DH.2021.0097,WASS.2021.0220,N/A,Crustacean,Carcinus maenas,European Green Crab,9/9/2021,9/9/2021,9,9,2021,San Juan Islands,Drayton Harbor,N/A,Dakota Creek,G3,Whatcom,48.973787,-122.735304,Actual,Male,70,N/A,"Ld1,2,3,4; Rd1,2,4,5",Red/Orange,N/A,Live - Ld4 lesion,Yes,,Shrimp,1154-Pk,-,Mackerel,NWSC,360.481.9253,simpson@nwstraits.org,"Alexandra Simpson, NWSC",Specimen,N/A,Given to WSG,Simpson NWSC,-,WDFW,,,,
,DH.2021.0098,WASS.2021.0225,N/A,Crustacean,Carcinus maenas,European Green Crab,9/14/2021,9/14/2021,14,9,2021,San Juan Islands,Drayton Harbor,N/A,Dakota Creek,G3,Whatcom,48.973641,-122.735643,Actual,Female,73.5,N/A,L1,Green,No,Live - ventral lesion,No,,Shrimp,1154-Pk,-,Mackerel,NWSC,360.481.9253,simpson@nwstraits.org,"Alexandra Simpson, NWSC",Specimen,N/A,Given to WSG,Simpson NWSC,-,WDFW,,,,
,DH.2021.0099,WASS.2021.0226,N/A,Crustacean,Carcinus maenas,European Green Crab,9/14/2021,9/14/2021,14,9,2021,San Juan Islands,Drayton Harbor,N/A,Dakota Creek,G3,Whatcom,48.973797,-122.7354672,Actual,Male,72,N/A,Rr2,Light-Green,N/A,Live,No,,Shrimp,1153-Pk,-,Mackerel,NWSC,360.481.9253,simpson@nwstraits.org,"Alexandra Simpson, NWSC",Specimen,N/A,Given to WSG,Simpson NWSC,-,WDFW,,,,
,DH.2021.0100,WASS.2021.0227,N/A,Crustacean,Carcinus maenas,European Green Crab,9/14/2021,9/14/2021,14,9,2021,San Juan Islands,Drayton Harbor,N/A,Dakota Creek,G3,Whatcom,48.973797,-122.7354672,Actual,Male,78,N/A,"Lr1, Ld2",Green,N/A,Live,No,,Shrimp,1153-Pk,-,Mackerel,NWSC,360.481.9253,simpson@nwstraits.org,"Alexandra Simpson, NWSC",Specimen,N/A,Given to WSG,Simpson NWSC,-,WDFW,,,,
,DH.2021.0101,WASS.2021.0228,N/A,Crustacean,Carcinus maenas,European Green Crab,9/14/2021,9/14/2021,14,9,2021,San Juan Islands,Drayton Harbor,N/A,Dakota Creek,G3,Whatcom,48.973787,-122.735303,Actual,Male,79,N/A,Good,Light-Green,N/A,Live,No,,Shrimp,1325-G,-,Mackerel,NWSC,360.481.9253,simpson@nwstraits.org,"Alexandra Simpson, NWSC",Specimen,N/A,Given to WSG,Simpson NWSC,-,WDFW,,,,
,DH.2021.0102,WASS.2021.0229,N/A,Crustacean,Carcinus maenas,European Green Crab,9/14/2021,9/14/2021,14,9,2021,San Juan Islands,Drayton Harbor,N/A,Dakota Creek,G3,Whatcom,48.973787,-122.735303,Actual,Male,68,N/A,Good,Light-Orange,N/A,Live,No,,Shrimp,1325-G,-,Mackerel,NWSC,360.481.9253,simpson@nwstraits.org,"Alexandra Simpson, NWSC",Specimen,N/A,Given to WSG,Simpson NWSC,-,WDFW,,,,
,DH.2021.0103,WASS.2021.0230,N/A,Crustacean,Carcinus maenas,European Green Crab,9/14/2021,9/14/2021,14,9,2021,San Juan Islands,Drayton Harbor,N/A,Dakota Creek,Core,Whatcom,48.972787,-122.732185,Actual,Female,75,N/A,"Rd2,4",Green,No,Live,No,,Fukui,1190-Y,C.DC.04,Mackerel,NWSC,360.481.9253,simpson@nwstraits.org,"Alexandra Simpson, NWSC",Specimen,N/A,Given to WSG,Simpson NWSC,-,WDFW,,,,
,DH.2021.0104,WASS.2021.0231,N/A,Crustacean,Carcinus maenas,European Green Crab,9/15/2021,9/15/2021,15,9,2021,San Juan Islands,Drayton Harbor,N/A,Dakota Creek,Core,Whatcom,48.973439,-122.733444,Actual,Male,31,N/A,Good,Light-Green,N/A,Live,No,,Minnow,687-P,C.DC.11,Mackerel,NWSC,360.481.9253,simpson@nwstraits.org,"Alexandra Simpson, NWSC",Specimen,N/A,Given to WSG,Simpson NWSC,-,WDFW,,,,
,DH.2021.0105,WASS.2021.0232,N/A,Crustacean,Carcinus maenas,European Green Crab,9/15/2021,9/15/2021,15,9,2021,San Juan Islands,Drayton Harbor,N/A,Dakota Creek,Core,Whatcom,48.97379,-122.734804,Actual,Female,67,N/A,Good,Green,No,Live,No,,Fukui,1193-Y,C.DC.18,Mackerel,NWSC,360.481.9253,simpson@nwstraits.org,"Alexandra Simpson, NWSC",Specimen,N/A,Given to WSG,Simpson NWSC,-,WDFW,,,,
,DH.2021.0106,WASS.2021.0234,N/A,Crustacean,Carcinus maenas,European Green Crab,9/16/2021,9/16/2021,16,9,2021,San Juan Islands,Drayton Harbor,N/A,Dakota Creek,G3,Whatcom,48.973797,-122.7354672,Actual,Female,62,N/A,Rd1,Orange,No,Live,No,,Shrimp,1153-Pk,-,Mackerel,NWSC,360.481.9253,simpson@nwstraits.org,"Alexandra Simpson, NWSC",Specimen,N/A,Given to WSG,Simpson NWSC,-,WDFW,,,,
