Date,Trap_Type,Trap_Number
7/8/21,Minnow,1405-R
7/8/21,Fukui,1432-R
7/8/21,Minnow,1149-Y
7/8/21,Fukui,145-Y
7/8/21,Minnow,1151-Y
7/8/21,Fukui,1452-R
7/8/21,Minnow,637-P
7/8/21,Fukui,581-P
7/8/21,Fukui,611-P
7/8/21,Minnow,135-P
7/8/21,Fukui,133-Y
7/8/21,Minnow,193-P
7/9/21,Minnow,1483-R
7/9/21,Fukui,1488-R
7/9/21,Minnow,1106-Y
7/9/21,Fukui,1495-R
7/9/21,Minnow,1107-Y
7/9/21,Fukui,1179-Y
7/9/21,Minnow,1178-B
7/9/21,Fukui,1407-R
7/9/21,Minnow,1418-R
7/9/21,Fukui,1181-Y
7/9/21,Minnow,195-P
7/9/21,Fukui,115-Y
7/9/21,Minnow,1138-Y
7/9/21,Fukui,618-P
7/9/21,Minnow,114-Y
7/9/21,Fukui,12-P
7/9/21,Minnow,1083-Y
7/9/21,Fukui,1195-Y
7/9/21,Minnow,667-P
7/9/21,Fukui,1175-Y
7/9/21,Minnow,158-P
7/9/21,Fukui,573-P
7/9/21,Minnow,1378-P
7/9/21,Fukui,367-R
7/9/21,Minnow,142-P
7/9/21,Fukui,1361-G
7/9/21,Minnow,1404-R
7/9/21,Fukui,1453-R
7/9/21,Fukui,572-P
7/9/21,Minnow,184-P
7/9/21,Fukui,644-P
7/9/21,Minnow,1154-Y
7/9/21,Fukui,1190-Y
7/9/21,Minnow,91-P
7/9/21,Minnow,1413-R
7/9/21,Fukui,1461-R
7/9/21,Minnow,1479-R
7/9/21,Fukui,141-Y
7/9/21,Minnow,1409-R
7/9/21,Fukui,1443-R
7/9/21,Minnow,57-P
7/9/21,Fukui,1489-R
7/9/21,Fukui,1498-R
7/9/21,Minnow,73-P
7/9/21,Minnow,688-P
7/9/21,Fukui,23-P
7/9/21,Fukui,1445-R
7/9/21,Minnow,49-P
7/9/21,Minnow,166-P
7/9/21,Fukui,149-Y
7/21/21,Minnow,147-Y
7/21/21,Fukui,1194-Y
7/21/21,Minnow,688-P
7/21/21,Fukui,1430-R
7/21/21,Minnow,1131-Y
7/21/21,Fukui,187-Y
7/21/21,Minnow,1146-Y
7/21/21,Fukui,119-Y
7/21/21,Fukui,1188-Y
7/21/21,Minnow,1109-Y
7/21/21,Fukui,1408-R
7/21/21,Minnow,139-Y
7/21/21,Fukui,123-Y
7/21/21,Minnow,192-P
7/21/21,Minnow,1148-Y
7/21/21,Fukui,1172-Y
7/21/21,Minnow,1404-R
7/21/21,Fukui,164-Y
7/21/21,Minnow,170-Y
7/21/21,Fukui,176-Y
7/21/21,Minnow,1090-Y
7/21/21,Fukui,194-Y
7/21/21,Fukui,177-Y
7/21/21,Minnow,1154-Y
7/21/21,Minnow,1088-Y
7/21/21,Fukui,1101-Y
7/21/21,Fukui,1496-R
7/21/21,Minnow,1178-B
7/21/21,Minnow,146-Y
7/21/21,Fukui,184-Y
7/21/21,Fukui,1436-R
7/21/21,Minnow,171-Y
7/21/21,Fukui,1124-B
7/21/21,Minnow,567-P
7/21/21,Fukui,1461-R
7/21/21,Minnow,668-P
7/21/21,Fukui,644-P
7/21/21,Minnow,162-P
7/21/21,Fukui,871-R
7/21/21,Minnow,1427-R
7/21/21,Fukui,1187-Y
7/21/21,Minnow,161-P
7/21/21,Fukui,668-R
7/21/21,Minnow,1138-Y
7/21/21,Fukui,1452-R
7/21/21,Minnow,1106-Y
7/21/21,Fukui,1437-R
7/21/21,Minnow,1101-B
7/21/21,Fukui,178-Y
7/21/21,Minnow,1081-Y
7/21/21,Fukui,1181-Y
7/21/21,Minnow,1083-Y
7/21/21,Fukui,1432-R
7/21/21,Minnow,655-P
7/21/21,Fukui,12-P
7/21/21,Minnow,626-P
7/21/21,Fukui,148-Y
7/21/21,Minnow,114-Y
7/21/21,Fukui,609-P
7/21/21,Minnow,35-P
7/21/21,Minnow,1149-Y
7/21/21,Fukui,572-P
7/21/21,Minnow,135-P
7/21/21,Fukui,621-P
7/21/21,Minnow,637-P
7/21/21,Fukui,1494-R
7/21/21,Minnow,1351-G
7/21/21,Fukui,367-R
7/21/21,Minnow,1151-Y
7/21/21,Fukui,133-Y
7/21/21,Minnow,1122-Y
7/21/21,Fukui,1100-Y
7/21/21,Minnow,1107-Y
7/21/21,Fukui,1190-Y
7/21/21,Minnow,168-P
7/21/21,Fukui,166-Y
7/21/21,Minnow,75-P
7/21/21,Fukui,1407-R
7/21/21,Minnow,185-Y
7/21/21,Fukui,1451-R
7/22/21,Minnow,147-Y
7/22/21,Fukui,1194-Y
7/22/21,Minnow,688-P
7/22/21,Fukui,1430-R
7/22/21,Minnow,1131-Y
7/22/21,Fukui,187-Y
7/22/21,Minnow,1146-Y
7/22/21,Fukui,119-Y
7/22/21,Fukui,1188-Y
7/22/21,Minnow,1109-Y
7/22/21,Fukui,1408-R
7/22/21,Minnow,139-Y
7/22/21,Fukui,123-Y
7/22/21,Minnow,192-P
7/22/21,Minnow,1148-Y
7/22/21,Fukui,1172-Y
7/22/21,Minnow,1404-R
7/22/21,Fukui,164-Y
7/22/21,Minnow,170-Y
7/22/21,Fukui,176-Y
7/22/21,Minnow,1090-Y
7/22/21,Fukui,194-Y
7/22/21,Fukui,177-Y
7/22/21,Minnow,1154-Y
7/22/21,Minnow,1088-Y
7/22/21,Fukui,1101-Y
7/22/21,Fukui,1496-R
7/22/21,Minnow,1178-B
7/22/21,Minnow,146-Y
7/22/21,Fukui,184-Y
7/22/21,Fukui,1436-R
7/22/21,Minnow,171-Y
7/22/21,Fukui,1124-B
7/22/21,Minnow,567-P
7/22/21,Fukui,1461-R
7/22/21,Minnow,668-P
7/22/21,Fukui,644-P
7/22/21,Minnow,162
7/22/21,Fukui,871-R
7/22/21,Minnow,1427-R
7/22/21,Fukui,1187-Y
7/22/21,Minnow,161-P
7/22/21,Fukui,668-R
7/22/21,Minnow,1138-Y
7/22/21,Fukui,1452-R
7/22/21,Minnow,1106-Y
7/22/21,Fukui,1437-R
7/22/21,Minnow,1101-B
7/22/21,Fukui,178-Y
7/22/21,Minnow,1081-Y
7/22/21,Fukui,1181-Y
7/22/21,Minnow,1083-Y
7/22/21,Fukui,1432-R
7/22/21,Minnow,655-P
7/22/21,Fukui,12-P
7/22/21,Minnow,626-P
7/22/21,Fukui,148-Y
7/22/21,Minnow,114-Y
7/22/21,Fukui,609-P
7/22/21,Minnow,35-P
7/22/21,Minnow,1149-Y
7/22/21,Fukui,572-P
7/22/21,Minnow,135-P
7/22/21,Fukui,621-P
7/22/21,Minnow,637-P
7/22/21,Fukui,1494-R
7/22/21,Minnow,1351-G
7/22/21,Fukui,367-R
7/22/21,Minnow,1151-Y
7/22/21,Fukui,133-Y
7/22/21,Minnow,1122-Y
7/22/21,Fukui,1100-Y
7/22/21,Minnow,1107-Y
7/22/21,Fukui,1190-Y
7/22/21,Minnow,168-P
7/22/21,Fukui,166-Y
7/22/21,Minnow,75-P
7/22/21,Fukui,1407-R
7/22/21,Minnow,185-Y
7/22/21,Fukui,1451-R
7/23/21,Minnow,147-Y
7/23/21,Fukui,1194-Y
7/23/21,Minnow,688-P
7/23/21,Fukui,1430-R
7/23/21,Minnow,1131-Y
7/23/21,Fukui,187-Y
7/23/21,Minnow,1146-Y
7/23/21,Fukui,119-Y
7/23/21,Fukui,1188-Y
7/23/21,Minnow,1109-Y
7/23/21,Fukui,1408-R
7/23/21,Minnow,139-Y
7/23/21,Fukui,123-Y
7/23/21,Minnow,192-P
7/23/21,Minnow,1148-Y
7/23/21,Fukui,1172-Y
7/23/21,Minnow,1404-R
7/23/21,Fukui,164-Y
7/23/21,Minnow,170-Y
7/23/21,Fukui,176-Y
7/23/21,Minnow,1090-Y
7/23/21,Fukui,194-Y
7/23/21,Fukui,177-Y
7/23/21,Minnow,1154-Y
7/23/21,Minnow,1088-Y
7/23/21,Fukui,1101-Y
7/23/21,Fukui,1496-R
7/23/21,Minnow,1178-B
7/23/21,Minnow,146-Y
7/23/21,Fukui,184-Y
7/23/21,Minnow,1149-Y
7/23/21,Fukui,572-P
7/23/21,Minnow,135-P
7/23/21,Fukui,621-P
7/23/21,Minnow,637-P
7/23/21,Fukui,1494-R
7/23/21,Minnow,1351-G
7/23/21,Fukui,367-R
7/23/21,Minnow,1151-Y
7/23/21,Fukui,133-Y
7/23/21,Minnow,1122-Y
7/23/21,Fukui,1100-Y
7/23/21,Minnow,1107-Y
7/23/21,Fukui,1190-Y
7/23/21,Minnow,168-P
7/23/21,Fukui,166-Y
7/23/21,Minnow,75-P
7/23/21,Fukui,1407-R
7/23/21,Minnow,185-Y
7/23/21,Fukui,1451-R
7/23/21,Minnow,1467-R
7/23/21,Fukui,618-P
7/23/21,Minnow,1457-R
7/23/21,Fukui,1195-Y
7/23/21,Minnow,193-P
7/23/21,Fukui,1445-R
7/23/21,Minnow,626-P
7/23/21,Fukui,1187-Y
7/23/21,Minnow,161-P
7/23/21,Fukui,1124-B
7/23/21,Minnow,668-P
7/23/21,Fukui,1432-R
7/23/21,Minnow,1081-Y
7/23/21,Fukui,1181-Y
7/23/21,Minnow,1181-B
7/23/21,Fukui,1436-R
7/23/21,Minnow,1106-Y
7/23/21,Fukui,12-P
7/23/21,Minnow,162-P
7/23/21,Fukui,668-P
7/23/21,Minnow,171-Y
7/23/21,Fukui,644-P
7/23/21,Minnow,567-P
7/23/21,Fukui,1452-R
7/23/21,Fukui,1437-R
7/23/21,Minnow,1138-Y
7/23/21,Fukui,148-Y
7/23/21,Minnow,1427-R
7/23/21,Fukui,871
7/23/21,Minnow,35-P
7/23/21,Minnow,655-P
7/23/21,Fukui,1461-R
7/23/21,Minnow,114-Y
7/23/21,Fukui,609-P
7/23/21,Minnow,1083-Y
7/23/21,Fukui,178-Y
8/3/21,Minnow,637-P
8/3/21,Fukui,184-Y
8/3/21,Minnow,1122-Y
8/3/21,Fukui,123-Y
8/3/21,Minnow,95-P
8/3/21,Fukui,1101-Y
8/3/21,Minnow,1457-R
8/3/21,Fukui,178-Y
8/3/21,Fukui,194-Y
8/3/21,Minnow,194-P
8/3/21,Fukui,1496-R
8/3/21,Minnow,1060-B
8/3/21,Fukui,119-Y
8/3/21,Minnow,75-P
8/3/21,Minnow,185-Y
8/3/21,Fukui,1430-R
8/3/21,Minnow,196-P
8/3/21,Fukui,1190-Y
8/3/21,Minnow,141-P
8/3/21,Fukui,1187-Y
8/3/21,Minnow,1413-R
8/3/21,Fukui,871-R
8/3/21,Fukui,816-P
8/3/21,Minnow,168-P
8/3/21,Minnow,192-P
8/3/21,Fukui,1194-Y
8/3/21,Fukui,164-Y
8/3/21,Minnow,135-P
8/3/21,Minnow,1131-Y
8/3/21,Fukui,1408-R
8/3/21,Minnow,687-P
8/3/21,Fukui,574-P
8/3/21,Minnow,585-P
8/3/21,Fukui,619-P
8/3/21,Minnow,142-P
8/3/21,Fukui,12-P
8/3/21,Minnow,1071-B
8/3/21,Fukui,1436-R
8/3/21,Minnow,158-P
8/3/21,Fukui,1495-R
8/3/21,Minnow,1325-G
8/3/21,Fukui,20-P
8/3/21,Minnow,1390-P
8/3/21,Fukui,1437-R
8/3/21,Minnow,74-P
8/3/21,Fukui,581-P
8/3/21,Minnow,160-P
8/3/21,Fukui,1173-Y
8/3/21,Minnow,1467-R
8/3/21,Fukui,1179-Y
8/3/21,Fukui,22-P
8/3/21,Minnow,49-P
8/3/21,Fukui,1406-R
8/3/21,Minnow,91-P
8/3/21,Fukui,1488-R
8/3/21,Minnow,57-P
8/3/21,Fukui,141-Y
8/3/21,Minnow,184-P
8/3/21,Fukui,1431-R
8/3/21,Minnow,166-P
8/3/21,Fukui,648-P
8/3/21,Minnow,1154-Y
8/3/21,Fukui,602-P
8/3/21,Minnow,1146-Y
8/3/21,Fukui,690-P
8/3/21,Minnow,147-Y
8/3/21,Fukui,1156-Y
8/3/21,Minnow,1109-Y
8/3/21,Fukui,128-Y
8/3/21,Minnow,73-P
8/3/21,Fukui,176-P
8/3/21,Minnow,157-P
8/3/21,Fukui,23-P
8/3/21,Minnow,1397-P
8/3/21,Fukui,1489-R
8/3/21,Minnow,1378-P
8/3/21,Fukui,1177-Y
8/3/21,Minnow,195-P
8/3/21,Fukui,573-P
8/3/21,Minnow,1405-R
8/4/21,Minnow,637-P
8/4/21,Fukui,184-Y
8/4/21,Minnow,1122-Y
8/4/21,Fukui,123-Y
8/4/21,Minnow,95-P
8/4/21,Fukui,1101-Y
8/4/21,Minnow,1457-R
8/4/21,Fukui,178-Y
8/4/21,Fukui,194-Y
8/4/21,Minnow,194-P
8/4/21,Fukui,1496-R
8/4/21,Minnow,1060-B
8/4/21,Fukui,119-Y
8/4/21,Minnow,75-P
8/4/21,Minnow,185-Y
8/4/21,Fukui,1430-R
8/4/21,Minnow,196-P
8/4/21,Fukui,1190-Y
8/4/21,Minnow,141-P
8/4/21,Fukui,1187-Y
8/4/21,Minnow,1413-R
8/4/21,Fukui,871-R
8/4/21,Fukui,816-P
8/4/21,Minnow,168-P
8/4/21,Minnow,192-P
8/4/21,Fukui,1194-Y
8/4/21,Fukui,164-Y
8/4/21,Minnow,135-P
8/4/21,Minnow,1131-Y
8/4/21,Fukui,1408-R
8/4/21,Minnow,1107-Y
8/4/21,Minnow,687-P
8/4/21,Fukui,574-P
8/4/21,Minnow,585-P
8/4/21,Fukui,619-P
8/4/21,Minnow,142-P
8/4/21,Fukui,12-P
8/4/21,Minnow,1071-B
8/4/21,Fukui,1436-R
8/4/21,Minnow,158-P
8/4/21,Fukui,1495-R
8/4/21,Minnow,1325-G
8/4/21,Fukui,20-P
8/4/21,Minnow,1390-P
8/4/21,Fukui,1437-R
8/4/21,Minnow,74-P
8/4/21,Fukui,581-P
8/4/21,Minnow,160-P
8/4/21,Fukui,1173-Y
8/4/21,Minnow,1467-R
8/4/21,Fukui,1179-Y
8/4/21,Fukui,22-P
8/4/21,Minnow,49-P
8/4/21,Fukui,1406-R
8/4/21,Minnow,91-P
8/4/21,Fukui,1488-R
8/4/21,Minnow,57-P
8/4/21,Fukui,141-Y
8/4/21,Minnow,184-P
8/4/21,Fukui,1431-R
8/4/21,Minnow,166-P
8/4/21,Fukui,648-P
8/4/21,Minnow,1154-Y
8/4/21,Fukui,602-P
8/4/21,Minnow,1146-Y
8/4/21,Fukui,690-P
8/4/21,Minnow,147-Y
8/4/21,Fukui,1156-Y
8/4/21,Minnow,1109-Y
8/4/21,Fukui,128-Y
8/4/21,Minnow,73-P
8/4/21,Fukui,176-P
8/4/21,Minnow,157-P
8/4/21,Fukui,23-P
8/4/21,Minnow,1397-P
8/4/21,Fukui,1489-R
8/4/21,Minnow,1378-P
8/4/21,Fukui,1177-Y
8/4/21,Minnow,195-P
8/4/21,Fukui,573-P
8/4/21,Minnow,1405-R
8/5/21,Minnow,687-P
8/5/21,Fukui,574-P
8/5/21,Minnow,585-P
8/5/21,Fukui,619-P
8/5/21,Minnow,142-P
8/5/21,Fukui,12-P
8/5/21,Minnow,1071-B
8/5/21,Fukui,1436-R
8/5/21,Minnow,158-P
8/5/21,Fukui,1495-R
8/5/21,Minnow,1325-G
8/5/21,Fukui,20-P
8/5/21,Minnow,1390-P
8/5/21,Fukui,1437-R
8/5/21,Minnow,74-P
8/5/21,Fukui,581-P
8/5/21,Minnow,160-P
8/5/21,Fukui,1173-Y
8/5/21,Minnow,1467-R
8/5/21,Fukui,1179-Y
8/5/21,Fukui,22-P
8/5/21,Minnow,49-P
8/5/21,Fukui,1406-R
8/5/21,Minnow,91-P
8/5/21,Fukui,1488-R
8/5/21,Minnow,57-P
8/5/21,Fukui,141-Y
8/5/21,Minnow,184-P
8/5/21,Fukui,1431-R
8/5/21,Minnow,166-P
8/5/21,Fukui,648-P
8/5/21,Minnow,1154-Y
8/5/21,Fukui,602-P
8/5/21,Minnow,1146-Y
8/5/21,Fukui,690-P
8/5/21,Minnow,147-Y
8/5/21,Fukui,1156-Y
8/5/21,Minnow,1109-Y
8/5/21,Fukui,128-Y
8/5/21,Minnow,73-P
8/5/21,Fukui,176-P
8/5/21,Minnow,157-P
8/5/21,Fukui,23-P
8/5/21,Minnow,1397-P
8/5/21,Fukui,1489-R
8/5/21,Minnow,1378-P
8/5/21,Fukui,1177-Y
8/5/21,Minnow,195-P
8/5/21,Fukui,573-P
8/5/21,Minnow,1405-R
8/5/21,Fukui,1430-R
8/5/21,Minnow,135-P
8/5/21,Fukui,1496-R
8/5/21,Minnow,192-P
8/5/21,Fukui,1190-Y
8/5/21,Minnow,168-P
8/5/21,Fukui,119-Y
8/5/21,Minnow,1413-R
8/5/21,Fukui,194-Y
8/5/21,Minnow,141-P
8/5/21,Fukui,1194-Y
8/5/21,Minnow,185-Y
8/5/21,Fukui,871-R
8/5/21,Minnow,196-P
8/5/21,Fukui,1187-Y
8/5/21,Minnow,1107-Y
8/5/21,Fukui,123-Y
8/5/21,Minnow,1131-Y
8/5/21,Fukui,184-Y
8/5/21,Minnow,194-P
8/5/21,Fukui,1101-Y
8/5/21,Minnow,1060-B
8/5/21,Fukui,618-P
8/5/21,Minnow,75-P
8/5/21,Fukui,164-Y
8/5/21,Minnow,1457-R
8/5/21,Fukui,178-Y
8/5/21,Minnow,95-P
8/5/21,Fukui,1408-R
8/5/21,Minnow,1122-Y
8/5/21,Minnow,637-P
8/6/21,Minnow,687-P
8/6/21,Fukui,574-P
8/6/21,Minnow,585-P
8/6/21,Fukui,619-P
8/6/21,Minnow,142-P
8/6/21,Fukui,12-P
8/6/21,Minnow,1071-B
8/6/21,Fukui,1436-R
8/6/21,Minnow,158-P
8/6/21,Fukui,1495-R
8/6/21,Minnow,1325-G
8/6/21,Fukui,20-P
8/6/21,Minnow,1390-P
8/6/21,Fukui,1437-R
8/6/21,Minnow,74-P
8/6/21,Fukui,581-P
8/6/21,Minnow,160-P
8/6/21,Fukui,1173-Y
8/6/21,Minnow,1467-R
8/6/21,Fukui,1179-Y
8/6/21,Fukui,22-P
8/6/21,Minnow,49-P
8/6/21,Fukui,1406-R
8/6/21,Minnow,91-P
8/6/21,Fukui,1488-R
8/6/21,Minnow,57-P
8/6/21,Fukui,141-Y
8/6/21,Minnow,184-P
8/6/21,Fukui,1431-R
8/6/21,Minnow,166-P
8/6/21,Fukui,648-P
8/6/21,Minnow,1154-Y
8/6/21,Fukui,602-P
8/6/21,Minnow,1146-Y
8/6/21,Fukui,690-P
8/6/21,Minnow,147-Y
8/6/21,Fukui,1156-Y
8/6/21,Minnow,1109-Y
8/6/21,Fukui,128-Y
8/6/21,Minnow,73-P
8/6/21,Fukui,176-P
8/6/21,Minnow,157-P
8/6/21,Fukui,23-P
8/6/21,Minnow,1397-P
8/6/21,Fukui,1489-R
8/6/21,Minnow,1378-P
8/6/21,Fukui,1177-Y
8/6/21,Minnow,195-P
8/6/21,Fukui,573-P
8/6/21,Minnow,1405-R
8/6/21,Fukui,1430-R
8/6/21,Minnow,135-P
8/6/21,Fukui,1496-R
8/6/21,Minnow,192-P
8/6/21,Fukui,1190-Y
8/6/21,Minnow,168-P
8/6/21,Fukui,119-Y
8/6/21,Minnow,1413-R
8/6/21,Fukui,194-Y
8/6/21,Minnow,141-P
8/6/21,Fukui,1194-Y
8/6/21,Minnow,185-Y
8/6/21,Fukui,871-R
8/6/21,Minnow,196-P
8/6/21,Fukui,1187-Y
8/6/21,Minnow,1107-Y
8/6/21,Fukui,123-Y
8/6/21,Minnow,1131-Y
8/6/21,Fukui,184-Y
8/6/21,Minnow,194-P
8/6/21,Fukui,1101-Y
8/6/21,Minnow,1060-B
8/6/21,Fukui,618-P
8/6/21,Minnow,75-P
8/6/21,Fukui,164-Y
8/6/21,Minnow,1457-R
8/6/21,Fukui,178-Y
8/6/21,Minnow,95-P
8/6/21,Fukui,1408-R
8/6/21,Minnow,1122-Y
8/6/21,Minnow,637-P
8/18/21,Minnow,655-P
8/18/21,Fukui,1187-Y
8/18/21,Minnow,1390-P
8/18/21,Fukui,1430-R
8/18/21,Minnow,158-P
8/18/21,Fukui,133-Y
8/18/21,Minnow,185-Y
8/18/21,Fukui,1172-Y
8/18/21,Fukui,119-Y
8/18/21,Minnow,168-P
8/18/21,Fukui,618-P
8/18/21,Minnow,1467-R
8/18/21,Fukui,194-Y
8/18/21,Minnow,637-P
8/18/21,Minnow,166-P
8/18/21,Fukui,1489-R
8/18/21,Minnow,687-P
8/18/21,Fukui,123-Y
8/18/21,Minnow,146-Y
8/18/21,Fukui,1496-R
8/18/21,Minnow,1109-Y
8/18/21,Fukui,20-P
8/18/21,Fukui,1436-R
8/18/21,Minnow,95-P
8/18/21,Minnow,626-P
8/18/21,Fukui,1181-Y
8/18/21,Fukui,1156-Y
8/18/21,Minnow,1146-Y
8/18/21,Minnow,585-P
8/18/21,Fukui,1188-Y
8/18/21,Fukui,1173-Y
8/18/21,Minnow,1107-Y
8/18/21,Fukui,176-P
8/18/21,Minnow,49-P
8/18/21,Fukui,367-R
8/18/21,Minnow,1405-R
8/18/21,Fukui,574-P
8/18/21,Minnow,75-P
8/18/21,Fukui,1101-Y
8/18/21,Minnow,1060-B
8/18/21,Fukui,1408-R
8/18/21,Minnow,1071-B
8/18/21,Fukui,573-P
8/18/21,Minnow,142-P
8/18/21,Fukui,22-P
8/18/21,Minnow,184-P
8/18/21,Fukui,187-Y
8/18/21,Minnow,74-P
8/18/21,Fukui,1494-R
8/18/21,Minnow,1154-Y
8/18/21,Fukui,23-P
8/18/21,Minnow,91-P
8/18/21,Fukui,621-P
8/18/21,Minnow,1131-Y
8/18/21,Fukui,1432-R
8/18/21,Minnow,1122-Y
8/18/21,Fukui,184-Y
8/18/21,Minnow,147-Y
8/18/21,Fukui,871-R
8/18/21,Minnow,194-P
8/18/21,Minnow,192-P
8/18/21,Fukui,1177-Y
8/18/21,Minnow,160-P
8/18/21,Fukui,1190-Y
8/18/21,Minnow,135-P
8/18/21,Fukui,166-Y
8/18/21,Minnow,1397-P
8/18/21,Fukui,1495-R
8/18/21,Minnow,73-P
8/18/21,Fukui,1451-R
8/18/21,Minnow,195-P
8/18/21,Fukui,148-Y
8/18/21,Minnow,57-P
8/18/21,Fukui,1445-R
8/18/21,Minnow,196-P
8/18/21,Fukui,1461-R
8/18/21,Minnow,141-P
8/18/21,Fukui,1406-R
8/18/21,Minnow,157-P
8/18/21,Fukui,1100-Y
8/19/21,Minnow,655-P
8/19/21,Fukui,1187-Y
8/19/21,Minnow,1390-P
8/19/21,Fukui,1430-R
8/19/21,Minnow,158-P
8/19/21,Fukui,133-Y
8/19/21,Minnow,185-Y
8/19/21,Fukui,1172-Y
8/19/21,Fukui,119-Y
8/19/21,Minnow,168-P
8/19/21,Fukui,618-P
8/19/21,Minnow,1467-R
8/19/21,Fukui,194-Y
8/19/21,Minnow,637-P
8/19/21,Minnow,166-P
8/19/21,Fukui,1489-R
8/19/21,Minnow,687-P
8/19/21,Fukui,123-Y
8/19/21,Minnow,146-Y
8/19/21,Fukui,1496-R
8/19/21,Minnow,1109-Y
8/19/21,Fukui,20-P
8/19/21,Fukui,1436-R
8/19/21,Minnow,95-P
8/19/21,Minnow,626-P
8/19/21,Fukui,1181-Y
8/19/21,Fukui,1156-Y
8/19/21,Minnow,1146-Y
8/19/21,Minnow,585-P
8/19/21,Fukui,1188-Y
8/19/21,Fukui,1173-Y
8/19/21,Minnow,1107-Y
8/19/21,Fukui,176-P
8/19/21,Minnow,49-P
8/19/21,Fukui,367-R
8/19/21,Minnow,1405-R
8/19/21,Fukui,574-P
8/19/21,Minnow,75-P
8/19/21,Fukui,1101-Y
8/19/21,Minnow,1060-B
8/19/21,Fukui,1408-R
8/19/21,Minnow,1071-B
8/19/21,Fukui,573-P
8/19/21,Minnow,142-P
8/19/21,Fukui,22-P
8/19/21,Minnow,184-P
8/19/21,Fukui,187-Y
8/19/21,Minnow,74-P
8/19/21,Fukui,1494-R
8/19/21,Minnow,1154-Y
8/19/21,Fukui,23-P
8/19/21,Minnow,91-P
8/19/21,Fukui,621-P
8/19/21,Minnow,1131-Y
8/19/21,Fukui,1432-R
8/19/21,Minnow,1122-Y
8/19/21,Fukui,184-Y
8/19/21,Minnow,147-Y
8/19/21,Fukui,871-R
8/19/21,Minnow,194-P
8/19/21,Minnow,192-P
8/19/21,Fukui,1177-Y
8/19/21,Minnow,160-P
8/19/21,Fukui,1190-Y
8/19/21,Minnow,135-P
8/19/21,Fukui,166-Y
8/19/21,Minnow,1397-P
8/19/21,Fukui,1495-R
8/19/21,Minnow,73-P
8/19/21,Fukui,1451-R
8/19/21,Minnow,195-P
8/19/21,Fukui,148-Y
8/19/21,Minnow,57-P
8/19/21,Fukui,1445-R
8/19/21,Minnow,196-P
8/19/21,Fukui,1461-R
8/19/21,Minnow,141-P
8/19/21,Fukui,1406-R
8/19/21,Minnow,157-P
8/19/21,Fukui,1100-Y
8/20/21,Fukui,1173-Y
8/20/21,Minnow,1107-Y
8/20/21,Fukui,176-P
8/20/21,Minnow,49-P
8/20/21,Fukui,367-R
8/20/21,Minnow,1405-R
8/20/21,Fukui,574-P
8/20/21,Minnow,75-P
8/20/21,Fukui,1101-Y
8/20/21,Minnow,1060-B
8/20/21,Fukui,1408-R
8/20/21,Minnow,1071-B
8/20/21,Fukui,573-P
8/20/21,Minnow,142-P
8/20/21,Fukui,22-P
8/20/21,Minnow,184-P
8/20/21,Fukui,187-Y
8/20/21,Minnow,74-P
8/20/21,Fukui,1494-R
8/20/21,Minnow,1154-Y
8/20/21,Fukui,23-P
8/20/21,Minnow,91-P
8/20/21,Fukui,621-P
8/20/21,Minnow,1131-Y
8/20/21,Fukui,1432-R
8/20/21,Minnow,1122-Y
8/20/21,Fukui,184-Y
8/20/21,Minnow,147-Y
8/20/21,Fukui,871-R
8/20/21,Minnow,194-P
8/20/21,Minnow,192-P
8/20/21,Fukui,1177-Y
8/20/21,Minnow,160-P
8/20/21,Fukui,1190-Y
8/20/21,Minnow,135-P
8/20/21,Fukui,166-Y
8/20/21,Minnow,1397-P
8/20/21,Fukui,1495-R
8/20/21,Minnow,73-P
8/20/21,Fukui,1451-R
8/20/21,Minnow,195-P
8/20/21,Fukui,148-Y
8/20/21,Minnow,57-P
8/20/21,Fukui,1445-R
8/20/21,Minnow,196-P
8/20/21,Fukui,1461-R
8/20/21,Minnow,141-P
8/20/21,Fukui,1406-R
8/20/21,Minnow,157-P
8/20/21,Fukui,1100-Y
8/20/21,Minnow,1149-Y
8/20/21,Fukui,572-P
8/20/21,Minnow,193-P
8/20/21,Fukui,128-Y
8/20/21,Minnow,1018-Y
8/20/21,Fukui,1437-R
8/20/21,Fukui,602-P
8/20/21,Minnow,170-Y
8/20/21,Fukui,164-Y
8/20/21,Minnow,1106-Y
8/20/21,Fukui,1407-R
8/20/21,Minnow,1178-B
8/20/21,Minnow,114-Y
8/20/21,Fukui,644-P
8/20/21,Minnow,567-P
8/20/21,Fukui,581-P
8/20/21,Minnow,35-P
8/20/21,Fukui,1488-R
8/20/21,Minnow,688-P
8/20/21,Fukui,178-Y
8/20/21,Minnow,1325-G
8/20/21,Fukui,690-P
8/20/21,Minnow,1457-R
8/20/21,Fukui,648-P
8/20/21,Minnow,1378-P
8/20/21,Fukui,609-P
8/20/21,Minnow,1088-Y
8/20/21,Fukui,1179-Y
8/20/21,Minnow,1427-R
8/20/21,Fukui,1452-R
8/20/21,Fukui,1124-B
8/20/21,Minnow,1148-Y
8/20/21,Minnow,1404-R
8/20/21,Fukui,1194-Y
8/20/21,Minnow,1090-Y
8/20/21,Fukui,176-Y
8/20/21,Minnow,139-Y
8/20/21,Fukui,141-Y
8/24/21,Minnow,1425-R
8/24/21,Fukui,1448-R
8/24/21,Minnow,57-P
8/24/21,Fukui,165-Y
8/24/21,Minnow,146-P
